PMID	Title	Source	PubDate
38899974	A hydrogel based on Fe(II)-GMP demonstrates tunable emission, self-healing mechanical strength and Fenton chemistry-mediated notable antibacterial properties.	Nanoscale	2024 Jul 11
38898715	Chitosan based ethanolicAllium Sativumextract hydrogel film: a novel skin tissue regeneration platform for 2nd degree burn wound healing.	Biomed Mater	2024 Jun 20
38897336	Green synthesis-inspired antibacterial, antioxidant and adhesive hydrogels with ultra-fast gelation and hemostasis for promoting infected skin wound healing.	Acta Biomater	2024 Aug
38896436	Multifunctional protocatechuic acid-polyacrylic acid hydrogel adhesives for wound dressings.	J Mater Chem B	2024 Jul 10
38890349	A hybrid structure based on silk fibroin/PVA nanofibers and alginate/gum tragacanth hydrogel embedded with cardamom extract.	Sci Rep	2024 Jun 18
38885776	Phage therapy combined with Gum Karaya injectable hydrogels for treatment of methicillin-resistant Staphylococcus aureus deep wound infection in a porcine model.	Int J Pharm	2024 Jul 20
38878926	Multi-dynamic-bond cross-linked antibacterial and adhesive hydrogel based on boronated chitosan derivative and loaded with peptides from Periplaneta americana with on-demand removability.	Int J Biol Macromol	2024 Jul
38876718	Multifunctional pH-responsive hydrogel dressings based on carboxymethyl chitosan: Synthesis, characterization fostering the wound healing.	Carbohydr Polym	2024 Oct 1
38876232	Chitosan-taurine nanoparticles cross-linked carboxymethyl chitosan hydrogels facilitate both acute and chronic diabetic wound healing.	Int J Biol Macromol	2024 Jul
38875445	An Injectable Hydrogel with Ultrahigh Burst Pressure and Innate Antibacterial Activity for Emergency Hemostasis and Wound Repair.	Adv Mater	2024 Aug
38874272	The Role of Hydrogel Biomaterials in the Intervention of Wound Healing and Skin Regeneration via Exosomes: A Systematic Review and Meta-Analysis of Preclinical Animal Studies.	Adv Wound Care (New Rochelle)	2024 Jul 26
38866291	On the design of lignin reinforced acrylic acid/hyaluronic acid adhesive hydrogels with conductive PEDOT:HA nanoparticles.	Int J Biol Macromol	2024 Jul
38865210	Bioactive Metal Ion-Coordinated Dynamic Hydrogel with Antibacterial, Immunomodulatory, and Angiogenic Activities for Infected Wound Repair.	ACS Appl Mater Interfaces	2024 Jun 26
38862053	Collagen/Curdlan composite sponge for rapid hemostasis and skin wound healing.	Int J Biol Macromol	2024 Jul
38857996	Efficacy of melanin-loaded lipoic acid-modified chitosan hydrogel in diabetic wound healing.	Carbohydr Polym	2024 Sep 15
38852926	Pectin-honey hydrogel to prevent laparotomy surgical site infection in horses: A pilot study.	J Equine Vet Sci	2024 Aug
38852721	A dynamically cross-linked catechol-grafted chitosan/gelatin hydrogel dressing synergised with photothermal therapy and baicalin reduces wound infection and accelerates wound healing.	Int J Biol Macromol	2024 Jul
38850485	Motion-Accommodating Dual-Layer Hydrogel Dressing to Deliver Adipose-Derived Stem Cells to Wounds.	Tissue Eng Regen Med	2024 Aug
38849931	Accelerated full-thickness skin wound tissue regeneration by self-crosslinked chitosan hydrogel films reinforced by oxidized CNC-AgNPs stabilized Pickering emulsion for quercetin delivery.	J Nanobiotechnology	2024 Jun 8
38848491	Self-Healing Conductive Hydrogels with Dynamic Dual Network Structure Accelerate Infected Wound Healing via Photothermal Antimicrobial and Regulating Inflammatory Response.	ACS Appl Mater Interfaces	2024 Jun 19
38844279	Enhancing diabetic wound healing with a pH/glucose dual-responsive hydrogel for ROS clearance and antibacterial activity.	Int J Biol Macromol	2024 Jun
38841337	Fabrication and characteristics of multifunctional hydrogel dressings using dopamine modified hyaluronic acid and phenylboronic acid modified chitosan.	Front Chem	2024
38840405	Niosome-Based Hydrogel of Quince Extract: A Promising Strategy for Expedited Full-thickness Wound Healing in Rat.	Curr Drug Deliv	2024 Jun 4
38838692	Carboxymethyl chitosan-methacrylic acid gelatin hydrogel for wound healing and vascular regeneration.	Biomed Mater	2024 Jun 18
38837826	Rapid-Response Water-Shrink Films with High Output Work Density Based on Polyethylene Oxide and α-Cyclodextrin for Autonomous Wound Closure.	Adv Mater	2024 Aug
38837237	Interventions for postburn pruritus.	Cochrane Database Syst Rev	2024 Jun 5
38836321	Chitosan-based multifunctional oxygenating antibiotic hydrogel dressings for managing chronic infection in diabetic wounds.	Biomater Sci	2024 Jun 25
38834664	Tannic acid modified keratin/sodium alginate/carboxymethyl chitosan biocomposite hydrogels with good mechanical properties and swelling behavior.	Sci Rep	2024 Jun 4
38832934	Extracellular Matrix Mimicking Wound Microenvironment Responsive Amyloid-Heparin@TA(AgNP) Co-Assembled Hydrogel: An Effective Conductive Antibacterial Wound Healing Material.	ACS Appl Mater Interfaces	2024 Jun 19
38821311	Multifunctional polyvinyl alcohol/poly-dopamine hydrogels loaded with bio-nano composites promote wound healing by repairing endogenous electric fields.	Int J Biol Macromol	2024 Jun
38819955	Physical Properties and Biochemical Composition of Extracellular Matrix-Derived Hydrogels Dictate Vascularization Potential in an Organ-Dependent Fashion.	ACS Appl Mater Interfaces	2024 Jun 12
38818510	Microenvironmental dynamics of diabetic wounds and insights for hydrogel-based therapeutics.	J Tissue Eng	2024 Jan-Dec
38815704	A novel exosome-based multifunctional nanocomposite platform driven by photothermal-controlled release system for repair of skin injury.	J Control Release	2024 Jul
38815368	Porous gradient hydrogel promotes skin regeneration by angiogenesis.	J Colloid Interface Sci	2024 Oct
38814614	Hybrid Double-Sided Tape with Asymmetrical Adhesion and Burst Pressure Tolerance for Abdominal Injury Treatment.	ACS Appl Mater Interfaces	2024 Jun 12
38810855	Multifunctional double-network hydrogel with antibacterial and anti-inflammatory synergistic effects contributes to wound healing of bacterial infection.	Int J Biol Macromol	2024 Jun
38810432	Bionic double-crosslinked hydrogel of poly (γ-glutamic acid)/poly (N-(2-hydroxyethyl) acrylamide) with ultrafast gelling process and ultrahigh burst pressure for emergency rescue.	Int J Biol Macromol	2024 Jun
38801600	Photodynamic therapy mediated by methylene blue-loaded PEG accelerates skin mouse wound healing: an immune response.	Lasers Med Sci	2024 May 27
38799696	An Antibacterial, Conductive Nanocomposite Hydrogel Coupled with Electrical Stimulation for Accelerated Wound Healing.	Int J Nanomedicine	2024
38797311	Carboxymethyl cellulose/sodium alginate hydrogel with anti-inflammatory capabilities for accelerated wound healing; In vitro and in vivo study.	Eur J Pharmacol	2024 Aug 5
38795900	Dual cross-linked self-healing hydrogel enhanced by dopamine nanoparticles and raffinose for wound healing.	Int J Biol Macromol	2024 Jun
38795887	Fabrication and characterization of physically crosslinked alginate/chitosan-based hydrogel loaded with neomycin for the treatment of skin infections caused by Staphylococcus aureus.	Int J Biol Macromol	2024 Jun
38794145	Characterization, Biocompatibility and Antioxidant Activity of Hydrogels Containing Propolis Extract as an Alternative Treatment in Wound Healing.	Pharmaceuticals (Basel)	2024 Apr 30
38786263	Incorporation of Resveratrol-Hydroxypropyl-β-Cyclodextrin Complexes into Hydrogel Formulation for Wound Treatment.	Gels	2024 May 18
38786236	Gelatin-Based Hydrogel Functionalized with Dopamine and Layered Double Hydroxide for Wound Healing.	Gels	2024 May 7
38777021	Evaluation of living bacterial therapy assisted by pH/reactive oxygen species dual-responsive sodium alginate-based hydrogel for wound infections.	Int J Biol Macromol	2024 Jun
38772009	Heme-Mimetic Photosensitizer with Iron-Targeting and Internalizing Properties for Enhancing PDT Activity and Promoting Infected Diabetic Wound Healing.	ACS Appl Bio Mater	2024 Jun 17
38771294	Self-Healing Guar Gum-Based Nanocomposite Hydrogel Promotes Infected Wound Healing through Photothermal Antibacterial Therapy.	Biomacromolecules	2024 Jun 10
38769034	Laponite/lactoferrin hydrogel loaded with eugenol for methicillin-resistant Staphylococcus aureus-infected chronic skin wound healing.	J Tissue Viability	2024 Aug
38763255	The bioengineering application of hyaluronic acid in tissue regeneration and repair.	Int J Biol Macromol	2024 Jun
38750915	Fibroblast alignment and matrix remodeling induced by a stiffness gradient in a skin-derived extracellular matrix hydrogel.	Acta Biomater	2024 Jul 1
38747238	An adhesion-switchable hydrogel dressing for painless dressing removal without secondary damage.	J Mater Chem B	2024 Jun 12
38744431	A Living Microecological Hydrogel with Microbiota Remodeling and Immune Reinstatement for Diabetic Wound Healing.	Adv Healthc Mater	2024 Sep
38732075	Melatonin/Sericin Wound Healing Patches: Implications for Melanoma Therapy.	Int J Mol Sci	2024 Apr 29
38731569	Application of Cinnamomum burmannii Essential Oil in Promoting Wound Healing.	Molecules	2024 Apr 30
38729435	Utilizing stem cell-secreted molecules as a versatile toolbox for skin regenerative medicine.	J Control Release	2024 Jun
38726947	Silk fibroin-based hemostatic powders with instant and robust adhesion performance for sutureless sealing of gastrointestinal defects.	J Mater Chem B	2024 Jun 5
38726867	Fabrication of a MXene-based shape-memory hydrogel and its application in the wound repair of skin.	Soft Matter	2024 May 22
38725393	Enhanced Mechanical Strength and Sustained Drug Release in Carrier-Free Silver-Coordinated Anthraquinone Natural Antibacterial Anti-Inflammatory Hydrogel for Infectious Wound Healing.	Adv Healthc Mater	2024 Sep
38725122	Visible-Light Cross-Linkable Multifunctional Hydrogels Loaded with Exosomes Facilitate Full-Thickness Skin Defect Wound Healing through Participating in the Entire Healing Process.	ACS Appl Mater Interfaces	2024 May 22
38724255	Fabrication of sulfobutylether-β-cyclodextrin/glabridin inclusion complex for promoting bioactivities.	Arch Pharm (Weinheim)	2024 Aug
38723874	Nonoperative and Operative Soft-Tissue, Cartilage, and Bony Regeneration and Orthopaedic Biologics of the Elbow and Upper Extremity: An Orthoregeneration Network Foundation Review.	Arthroscopy	2024 Dec
38723276	Advanced Dressings for Chronic Wound Management.	ACS Appl Bio Mater	2024 May 20
38719006	Cascade encapsulation of antimicrobial peptides, exosomes and antibiotics in fibrin-gel for first-aid hemostasis and infected wound healing.	Int J Biol Macromol	2024 Jun
38718714	Enhancing regenerative medicine with self-healing hydrogels: A solution for tissue repair and advanced cyborganic healthcare devices.	Biomater Adv	2024 Jul
38716615	An injectable hydrogel dressing for controlled release of hydrogen sulfide pleiotropically mediates the wound microenvironment.	J Mater Chem B	2024 Jun 5
38715922	Potential of gelatin hydrogel nonwoven fabrics (Genocel) as a skin substitute in a diabetic mouse skin defect model.	Regen Ther	2024 Dec
38706729	NIR-Responsive injectable hydrogel cross-linked by homobifunctional PEG for photo-hyperthermia of melanoma, antibacterial wound healing, and preventing post-operative adhesion.	Mater Today Bio	2024 Jun
38706446	Bacteriophage-cocktail hydrogel dressing to prevent multiple bacterial infections and heal diabetic ulcers in mice.	J Biomed Mater Res A	2024 Nov
38704692	A Bioactive Injectable Hydrogel Regulates Tumor Metastasis and Wound Healing for Melanoma via NIR-Light Triggered Hyperthermia.	Adv Sci (Weinh)	2024 Jul
38701326	A Hydrogel Dressing Comprised of Silk Fibroin, Ag Nanoparticles, and Reduced Graphene Oxide for NIR Photothermal-Enhanced Antibacterial Efficiency and Skin Regeneration.	Adv Healthc Mater	2024 Sep
38697149	Promoting tissue repair using deferoxamine nanoparticles loaded biomimetic gelatin/HA composite hydrogel.	Biomed Mater	2024 May 21
38692544	A bacterial cellulose/polyvinyl alcohol/nitro graphene oxide double layer network hydrogel efficiency antibacterial and promotes wound healing.	Int J Biol Macromol	2024 Jun
38692527	Eggshell membrane powder reinforces adhesive polysaccharide hydrogels for wound repair.	Int J Biol Macromol	2024 Jun
38692469	Preparation and characterization of a polyurethane-based sponge wound dressing with a superhydrophobic layer and an antimicrobial adherent hydrogel layer.	Acta Biomater	2024 Jun
38686688	A Multifunctional Herb-Derived Glycopeptide Hydrogel for Chronic Wound Healing.	Small	2024 Sep
38686374	Hesperidin - loaded PVA/alginate hydrogel: targeting NFκB/iNOS/COX-2/TNF-α inflammatory signaling pathway.	Front Immunol	2024
38685547	Preparation of nano-silver containing black phosphorus based on quaternized chitosan hydrogel and evaluating its effect on skin wound healing.	Int J Biol Macromol	2024 May
38685383	Injectable hydrogel harnessing foreskin mesenchymal stem cell-derived extracellular vesicles for treatment of chronic diabetic skin wounds.	J Control Release	2024 Jun
38683776	Assessing antibacterial efficacy of a polyhexanide hydrogel versus alginate-based wound dressing in burns.	J Wound Care	2024 May 2
38683036	Glucopeptide Superstructure Hydrogel Promotes Surgical Wound Healing Following Neoadjuvant Radiotherapy by Producing NO and Anticellular Senescence.	Adv Healthc Mater	2024 Aug
38681961	Rapid eradication of vancomycin and methicillin-resistant Staphylococcus aureus by MDP1 antimicrobial peptide coated on photocrosslinkable chitosan hydrogel: in vitro antibacterial and in silico molecular docking studies.	Front Bioeng Biotechnol	2024
38679405	Glycopeptide-based multifunctional nanofibrous hydrogel that facilitates the healing of diabetic wounds infected with methicillin-resistant Staphylococcus aureus.	Acta Biomater	2024 Jun
38677691	Quaternary ammonium carboxymethyl chitosan composite hydrogel with efficient antibacterial and antioxidant properties for promoting wound healing.	Int J Biol Macromol	2024 May
38676522	Acceleration of Wound Healing in Diabetic Rats through a Novel 3D Organo-Hydrogel Nanocomposite of Polydopamine/TiO2 Nanoparticles and Cu (PDA-TiO2@Cu).	Endocr Metab Immune Disord Drug Targets	2024 Apr 26
38675577	Wondrous Yellow Molecule: Are Hydrogels a Successful Strategy to Overcome the Limitations of Curcumin?	Molecules	2024 Apr 12
38675185	Progress in the Use of Hydrogels for Antioxidant Delivery in Skin Wounds.	Pharmaceutics	2024 Apr 10
38675000	Enhancing Alginate Hydrogels as Possible Wound-Healing Patches: The Synergistic Impact of Reduced Graphene Oxide and Tannins on Mechanical and Adhesive Properties.	Polymers (Basel)	2024 Apr 12
38674119	Bactericidal Chitosan Derivatives and Their Superabsorbent Blends with ĸ-Carrageenan.	Int J Mol Sci	2024 Apr 20
38672102	The Role and Prospects of Mesenchymal Stem Cells in Skin Repair and Regeneration.	Biomedicines	2024 Mar 27
38670773	Injectable nanoparticle-crosslinked xyloglucan/ε-poly-l-lysine composite hydrogel with hemostatic, antimicrobial, and angiogenic properties for infected wound healing.	Carbohydr Polym	2024 Jul 15
38670756	Protamine-grafted carboxymethyl chitosan based hydrogel with adhesive and long-term antibacterial properties for hemostasis and skin wound healing.	Carbohydr Polym	2024 Jul 15
38667646	Chitosan-Oxidized Pullulan Hydrogels Loaded with Essential Clove Oil: Synthesis, Characterization, Antioxidant and Antimicrobial Properties.	Gels	2024 Mar 26
38664026	[Effects of gelatin methacrylate anhydride hydrogel loaded with small extracellular vesicles derived from human umbilical cord mesenchymal stem cells in the treatment of full-thickness skin defect wounds in mice].	Zhonghua Shao Shang Yu Chuang Mian Xiu Fu Za Zhi	2024 Apr 20
38663278	Mechanical biomimetic silk nano fiber-magnesium ion complex/hydroxyethylcellulose/glycerol hydrogel dressing with angiogenic capacity for accelerating scarless diabetic wound healing.	J Colloid Interface Sci	2024 Aug
38657627	Ultrafast gelling bioadhesive based on blood plasma and gelatin for wound closure and healing.	Biomed Mater	2024 May 7
38655586	Micro-environment triple-responsive hyaluronic acid hydrogel dressings to promote antibacterial activity, collagen deposition, and angiogenesis for diabetic wound healing.	J Mater Chem B	2024 May 15
38651528	Light-degradable nanocomposite hydrogels for antibacterial wound dressing applications.	J Mater Chem B	2024 May 15
38648955	Healing with precision: A multi-functional hydrogel-bioactive glass dressing boosts infected wound recovery and enhances neurogenesis in the wound bed.	J Control Release	2024 Jun
38645584	Study of mechanical property and biocompatibility of graphene oxide/MEO(2)MA hydrogel scaffold for wound healing application.	Biomed Eng Lett	2024 May
38645281	Recombinant human annexin A5 accelerates diabetic wounds healing by regulating skin inflammation.	Regen Ther	2024 Dec
38643919	Poly (vinyl alcohol)/sodium alginate/carboxymethyl chitosan multifunctional hydrogel loading HKUST-1 nanoenzymes for diabetic wound healing.	Int J Biol Macromol	2024 May
38643918	Hydrogel-based immunoregulation of macrophages for tissue repair and regeneration.	Int J Biol Macromol	2024 May
38642687	A review of biomacromolecule-based 3D bioprinting strategies for structure-function integrated repair of skin tissues.	Int J Biol Macromol	2024 May
38642619	Luteolin-incorporated fish collagen hydrogel scaffold: An effective drug delivery strategy for wound healing.	Int J Pharm	2024 May 25
38642517	Rapid formed temperature-sensitive hydrogel for the multi-effective wound healing of deep second-degree burn with shikonin based scar prevention.	Biomater Adv	2024 Jun
38641283	Antioxidant and antibacterial hydrogel formed by protocatechualdehyde-ferric iron complex and aminopolysaccharide for infected wound healing.	Int J Biol Macromol	2024 May
38640710	Hydrogels containing KYNA promote angiogenesis and inhibit inflammation to improve the survival rate of multi-territory perforator flaps.	Biomed Pharmacother	2024 May
38632231	Intelligent perceptual textiles based on ionic-conductive and strong silk fibers.	Nat Commun	2024 Apr 17
38631590	Fe(3+)-induced coordination cross-linking gallic acid-carboxymethyl cellulose self-healing hydrogel.	Int J Biol Macromol	2024 May
38626838	Polyvinyl alcohol/chitosan quaternary ammonium salt composite hydrogel with directional macroporous structure for photothermal synergistic antibacterial and wound healing promotion.	Int J Biol Macromol	2024 May
38626344	Multihydrogen Bond Modulated Polyzwitterionic Removable Adhesive Hydrogel with Antibacterial and Hemostatic Function for Wound Healing.	ACS Appl Mater Interfaces	2024 May 1
38623028	Collagen-polyurethane-dextran hydrogels enhance wound healing by inhibiting inflammation and promoting collagen fibrillogenesis.	J Biomed Mater Res A	2024 Oct
38622128	Tetrahedral framework nucleic acids/hyaluronic acid-methacrylic anhydride hybrid hydrogel with antimicrobial and anti-inflammatory properties for infected wound healing.	Int J Oral Sci	2024 Apr 16
38613795	Therapeutic effect of ZnO NPs-polyhexanide-hydrogel on Staphylococcus aureus-induced skin wound infection in mice.	J Biomater Sci Polym Ed	2024 Jul
38612660	Advancements in Regenerative Hydrogels in Skin Wound Treatment: A Comprehensive Review.	Int J Mol Sci	2024 Mar 29
38612513	Bioengineering Skin Substitutes for Wound Management-Perspectives and Challenges.	Int J Mol Sci	2024 Mar 26
38602041	Sunflower pollen-derived microcapsules adsorb light and bacteria for enhanced antimicrobial photothermal therapy.	Nanoscale	2024 May 2
38596825	Metal-ion-controlled hydrogel dressing with enhanced adhesive and antibacterial properties for accelerated wound healing.	Mater Today Bio	2024 Jun
38596410	A Multifunctional Nanozyme Integrating Antioxidant, Antimicrobial and Pro-Vascularity for Skin Wound Management.	Int J Nanomedicine	2024
38593320	Copper Ion-Inspired Dual Controllable Drug Release Hydrogels for Wound Management: Driven by Hydrogen Bonds.	Small	2024 Aug
38567543	Conductive Hyaluronic Acid/Deep Eutectic Solvent Composite Hydrogel as a Wound Dressing for Promoting Skin Burn Healing Under Electrical Stimulation.	Adv Healthc Mater	2024 Jul
38562272	Chitosan-Based Biomaterial in Wound Healing: A Review.	Cureus	2024 Feb
38558255	pH-Responsive Calcium Ions and Crocetin Releasing Hydrogel for Accelerating Skin Wound Healing.	Chem Asian J	2024 May 17
38554919	Hyaluronic acid hydrogels with excellent self-healing capacity and photo-enhanced mechanical properties for wound healing.	Int J Biol Macromol	2024 May
38554918	A photocrosslinkable and hemostatic bilayer wound dressing based on gelatin methacrylate hydrogel and polyvinyl alcohol foam for skin regeneration.	Int J Biol Macromol	2024 May
38554906	Injectable plant-derived polysaccharide hydrogels with intrinsic antioxidant bioactivity accelerate wound healing by promoting epithelialization and angiogenesis.	Int J Biol Macromol	2024 May
38554642	From hemostasis to proliferation: Accelerating the infected wound healing through a comprehensive repair strategy based on GA/OKGM hydrogel loaded with MXene@TiO(2) nanosheets.	Biomaterials	2024 Jul
38553247	A nano-composite hyaluronic acid-based hydrogel efficiently antibacterial and scavenges ROS for promoting infected diabetic wound healing.	Carbohydr Polym	2024 Jun 15
38553241	Insect chitosan/pullulan/gallium photo-crosslinking hydrogels with multiple bioactivities promote MRSA-infected wound healing.	Carbohydr Polym	2024 Jun 15
38553219	In situ fabricated ZnO nanostructures within carboxymethyl cellulose-based ternary hydrogels for wound healing applications.	Carbohydr Polym	2024 Jun 15
38553214	Bioinspired wet adhesive carboxymethyl cellulose-based hydrogel with rapid shape adaptability and antioxidant activity for diabetic wound repair.	Carbohydr Polym	2024 Jun 15
38553212	A tough and bioadhesive injectable hydrogel formed with maleimidyl alginate and pristine gelatin.	Carbohydr Polym	2024 Jun 15
38553198	Chondroitin sulfate/silk fibroin hydrogel incorporating graphene oxide quantum dots with photothermal-effect promotes type H vessel-related wound healing.	Carbohydr Polym	2024 Jun 15
38552698	Multifunctional fish-skin collagen-based hydrogel sealant with dual-dynamic-bond cross-linked for rapid hemostasis and accelerated wound healing.	Int J Biol Macromol	2024 May
38552161	Flexible Conformally Bioadhesive MXene Hydrogel Electronics for Machine Learning-Facilitated Human-Interactive Sensing.	Adv Mater	2024 Aug
38549454	A Viscous-Biofluid Self-Pumping Organohydrogel Dressing to Accelerate Diabetic Wound Healing.	Adv Mater	2024 Jun
38547953	Vanillin/fungal-derived carboxy methyl chitosan/polyvinyl alcohol hydrogels prepared by freeze-thawing for wound dressing applications.	Int J Biol Macromol	2024 May
38543489	Plant-Based Films and Hydrogels for Wound Healing.	Microorganisms	2024 Feb 21
38543266	Gelatin-/Alginate-Based Hydrogel Scaffolds Reinforced with TiO(2) Nanoparticles for Simultaneous Release of Allantoin, Caffeic Acid, and Quercetin as Multi-Target Wound Therapy Platform.	Pharmaceutics	2024 Mar 7
38542321	Topical Neuropeptide Y for Ischemic Skin Wounds.	Int J Mol Sci	2024 Mar 15
38542191	Intradermal Injection of Hybrid Complexes of High- and Low-Molecular-Weight Hyaluronan: Where Do We Stand and Where Are We Headed in Regenerative Medicine?	Int J Mol Sci	2024 Mar 12
38540123	Antiadhesive Hyaluronic Acid-Based Wound Dressings Promote Wound Healing by Preventing Re-Injury: An In Vivo Investigation.	Biomedicines	2024 Feb 23
38534606	Hydrogels in Cutaneous Wound Healing: Insights into Characterization, Properties, Formulation and Therapeutic Potential.	Gels	2024 Mar 8
38534593	Recent Advances of Chitosan-Based Hydrogels for Skin-Wound Dressings.	Gels	2024 Feb 29
38534574	Functional Hydrogels for Delivery of the Proteolytic Enzyme Serratiopeptidase.	Gels	2024 Feb 20
38514930	Hyaluronic Acid-Dopamine-NCSN Hydrogel Combined With Extracellular Matrix Promotes Wound Healing.	Macromol Biosci	2024 Jun
38513911	Fast skin healing chitosan/PEO hydrogels: In vitro and in vivo studies.	Int J Biol Macromol	2024 Apr
38507269	Localized Surface Plasmon Resonance-Enhanced Photocatalytic Antibacterial of In Situ Sprayed 0D/2D Heterojunction Composite Hydrogel for Treating Diabetic Wound.	Adv Healthc Mater	2024 Nov
38506587	The Management of Chronic Graft-Versus-Host Disease Skin Ulcers after Hematopoietic Stem Cell Transplantation: A Case Report.	Adv Skin Wound Care	2024 Apr 1
38501704	Janus Polyurethane Adhesive Patch with Antibacterial Properties for Wound Healing.	ACS Appl Mater Interfaces	2024 Apr 3
38499125	Platelet rich fibrin and simvastatin-loaded pectin-based 3D printed-electrospun bilayer scaffold for skin tissue regeneration.	Int J Biol Macromol	2024 Apr
38494792	Cryogel wound dressings based on natural polysaccharides perfectly adhere to irregular wounds for rapid haemostasis and easy disassembly.	Wound Repair Regen	2024 Jul-Aug
38494240	A rapid interactive chitosan-based medium with antioxidant and pro-vascularization properties for infected burn wound healing.	Carbohydr Polym	2024 Jun 1
38494226	Antibacterial adhesive based on oxidized tannic acid-chitosan for rapid hemostasis.	Carbohydr Polym	2024 Jun 1
38492691	KGRT peptide incorporated hydrogel with antibacterial activity for wound healing by optimizing cellular functions via ERK/eNOS signaling.	Int J Biol Macromol	2024 Apr
38490740	Robust Gradient Hydrogel-Loaded Nanofiber Fleshy Artificial Skin Via A Coupled Microfluidic Electrospinning-Reactive Coating Strategy.	Adv Healthc Mater	2024 Jul
38486937	Design and Self-Assembly of Peptide-Copolymer Conjugates into Nanoparticle Hydrogel for Wound Healing in Diabetes.	Int J Nanomedicine	2024
38484819	Recombinant human collagen I/carboxymethyl chitosan hydrogel loaded with long-term released hUCMSCs derived exosomes promotes skin wound repair.	Int J Biol Macromol	2024 Apr
38481054	Scalable and Versatile Metal Ion Solidificated Alginate Hydrogel for Skin Wound Infection Therapy.	Adv Healthc Mater	2024 Jul
38479658	Recent advances and biomedical application of 3D printed nanocellulose-based adhesive hydrogels: A review.	Int J Biol Macromol	2024 Apr
38475375	Compound Microalgae-Type Biofunctional Hydrogel for Wound Repair during Full-Thickness Skin Injuries.	Polymers (Basel)	2024 Mar 3
38471606	A dual network cross-linked hydrogel with multifunctional Bletilla striata polysaccharide/gelatin/tea polyphenol for wound healing promotion.	Int J Biol Macromol	2024 Apr
38468975	Sanchi-mediated inactivation of IL1B accelerates wound healing through the NFκB pathway deficit.	Heliyon	2024 Mar 15
38468689	Amnion-derived hydrogels as a versatile platform for regenerative therapy: from lab to market.	Front Bioeng Biotechnol	2024
38462109	Silver-infused lysine crosslinked hydrogel with oxidized regenerated cellulose for prospective advanced wound dressings.	Int J Biol Macromol	2024 Apr
38462042	Microenvironment-responsive smart hydrogels with antibacterial activity and immune regulation for accelerating chronic wound healing.	J Control Release	2024 Apr
38461682	The essential oil of Melaleuca alternifolia incorporated into hydrogel induces antimicrobial and anti-inflammatory effects on infected wounds by Staphylococcus aureus.	Biomed Pharmacother	2024 Apr
38457661	Multifunctional Hydrogel Enhances Inflammatory Control, Antimicrobial Activity, and Oxygenation to Promote Healing in Infectious Wounds.	Biomacromolecules	2024 Apr 8
38453252	Assessing the efficacy of curcumin-loaded alginate hydrogel on skin wound healing: A gene expression analysis.	J Biomater Appl	2024 Apr
38447843	3D printed arrowroot starch-gellan scaffolds for wound healing applications.	Int J Biol Macromol	2024 Apr
38447811	Telodendrimer functionalized hydrogel platform for sustained antibiotics release in infection control.	Acta Biomater	2024 Apr 1
38446137	Injectable and In Situ Formed Dual-Network Hydrogel Reinforced by Mesoporous Silica Nanoparticles and Loaded with BMP-4 for the Closure and Repair of Skull Defects.	ACS Biomater Sci Eng	2024 Apr 8
38445959	Enhancing Skin Injury Repair: Combined Application of PF-127 Hydrogel and hADSC-Exos Containing miR-148a-3p.	ACS Biomater Sci Eng	2024 Apr 8
38435666	Construction methods and biomedical applications of PVA-based hydrogels.	Front Chem	2024
38434762	H(2)S donor S-propargyl-cysteine for skin wound healing improvement via smart transdermal delivery.	MedComm (2020)	2024 Mar
38432468	Dandelion-derived vesicles-laden hydrogel dressings capable of neutralizing Staphylococcus aureus exotoxins for the care of invasive wounds.	J Control Release	2024 Apr
38432268	Carboxymethyl cellulose-agarose hydrogel in poly(3-hydroxybutyrate-co-3-hydroxyvalerate) nanofibers: A novel tissue engineered skin graft.	Int J Biol Macromol	2024 Apr
38431415	Multifunctional polysaccharide/metal/polyphenol double-crosslinked hydrogel for infected wound.	Carbohydr Polym	2024 May 15
38431010	Facile fabrication of a novel, photodetachable salecan-based hydrogel dressing with self-healing, injectable, and antibacterial properties based on metal coordination.	Int J Biol Macromol	2024 Apr
38428784	Antimicrobial carbon dots/pectin-based hydrogel for promoting healing processes in multidrug-resistant bacteria-infected wounds.	Int J Biol Macromol	2024 Apr
38423475	Cellulase-assisted platelet-rich plasma release from nanofibrillated cellulose hydrogel enhances wound healing.	J Control Release	2024 Apr
38418174	[Effects of cerium oxide nanoenzyme-gelatin methacrylate anhydride hydrogel in the repair of infected full-thickness skin defect wounds in mice].	Zhonghua Shao Shang Yu Chuang Mian Xiu Fu Za Zhi	2024 Feb 20
38417214	Modulation of macrophages by a phillyrin-loaded thermosensitive hydrogel promotes skin wound healing in mice.	Cytokine	2024 May
38417147	Oxidized alginate-gelatin (ADA-GEL)/silk fibroin/Cu-Ag doped mesoporous bioactive glass nanoparticle-based hydrogels for potential wound care treatments.	Biomed Mater	2024 Mar 20
38416676	Herbal Products-Powered Thermosensitive Hydrogel with Phototherapy and Microenvironment Reconstruction for Accelerating Multidrug-Resistant Bacteria-Infected Wound Healing.	Adv Healthc Mater	2024 Jun
38413625	Biological study of skin wound treated with Alginate/Carboxymethyl cellulose/chorion membrane, diopside nanoparticles, and Botox A.	NPJ Regen Med	2024 Feb 27
