PMID,Title,Source,PubDate
39246293,Benefits of In Situ Foamed and Printed Porous Scaffolds in Wound Healing.,Adv Healthc Mater,2024 Sep 9
39245504,Ionically-crosslinked carboxymethyl chitosan scaffolds by additive manufacturing for antimicrobial wound dressing applications.,Carbohydr Polym,2024 Dec 15
39245118,"Recent advances in the development of chitosan/hyaluronic acid-based hybrid materials for skin protection, regeneration, and healing: A review.",Int J Biol Macromol,2024 Nov
39245113,A multifunctional polyacrylonitrile fibers/alginate-based hydrogel loaded with chamomile extract and silver sulfadiazine for full-thickness wound healing.,Int J Biol Macromol,2024 Nov
39245102,"Polysaccharide-based chondroitin sulfate macromolecule loaded hydrogel/scaffolds in wound healing- A comprehensive review on possibilities, research gaps, and safety assessment.",Int J Biol Macromol,2024 Nov
39244132,Hericium erinaceus β-glucan/tannic acid hydrogels based on physical cross-linking and hydrogen bonding strategies for accelerating wound healing.,Int J Biol Macromol,2024 Nov
39243057,GelMA loaded with exosomes from human minor salivary gland organoids enhances wound healing by inducing macrophage polarization.,J Nanobiotechnology,2024 Sep 6
39238258,Hydrogel Microneedle Patches Loaded with Stem Cell Mitochondria-Enriched Microvesicles Boost the Chronic Wound Healing.,ACS Nano,2024 Oct 1
39233392,Hydrogel-Based Dressings and Multidisciplinary Care in Severe Pediatric Burns: A Case Report of Successful Healing and Hypertrophic Scar Prevention.,Am J Case Rep,2024 Sep 5
39233162,Etamsylate-loaded hydrogel composed of carboxymethyl chitosan and oxidized tannic acid for improved wound healing.,Int J Biol Macromol,2024 Nov
39233148,Alginate-based injectable probiotic/squid ink composite hydrogels for accelerated wound healing of MRSA infected abscess through photothermally synergized probiotic therapy.,Int J Biol Macromol,2024 Nov
39228757,"α-Terpineol loaded, electron beam crosslinked polyvinyl alcohol/tapioca starch hydrogel sheets; fabrication, characterization and evaluation of wound healing potential on a full thickness acid burn wound.",RSC Adv,2024 Aug 29
39226118,Liquid-liquid phase transition as a basis for novel materials for skin repair and regeneration.,J Mater Chem B,2024 Oct 2
39222704,3D printed multi-coupled bioinspired skin-electronic interfaces with enhanced adhesion for monitoring and treatment.,Acta Biomater,2024 Oct 1
39214222,Antibacterial and antioxidative hydrogel dressings based on tannic acid-gelatin/oxidized sodium alginate loaded with zinc oxide nanoparticles for promoting wound healing.,Int J Biol Macromol,2024 Nov
39214218,Self-healing hydrogel from poly(aspartic acid) and dextran with antibacterial property for burn wound healing.,Int J Biol Macromol,2024 Nov
39213956,Fiber/hydrogel hybrid wound dressing based on eggshell membrane containing postbiotic ingredients.,Biomater Adv,2024 Dec
39212214,A 3D bioprinted antibacterial hydrogel dressing of gelatin/sodium alginate loaded with ciprofloxacin hydrochloride.,Biotechnol J,2024 Aug
39209132,Stimuli-responsive drug delivery systems for inflammatory skin conditions.,Acta Biomater,2024 Oct 1
39208842,Functional poly(e-caprolactone)/SerMA hybrid dressings with dimethyloxalylglycine-releasing property improve cutaneous wound healing.,Biomed Mater,2024 Sep 19
39204335,Advances and Challenges in Immune-Modulatory Biomaterials for Wound Healing Applications.,Pharmaceutics,2024 Jul 26
39203101,The Application of Regenerated Silk Fibroin in Tissue Repair.,Materials (Basel),2024 Aug 7
39199762,An Exosome-Laden Hydrogel Wound Dressing That Can Be Point-of-Need Manufactured in Austere and Operational Environments.,Bioengineering (Basel),2024 Aug 8
39198630,Effect of 3-hydrazinylquinoxaline-2-thiol hydrogel on skin wound healing process in diabetic rats.,Sci Rep,2024 Aug 28
39195022,Biohybrids for Combined Therapies of Skin Wounds: Agglomerates of Mesenchymal Stem Cells with Gelatin Hydrogel Beads Delivering Phages and Basic Fibroblast Growth Factor.,Gels,2024 Jul 25
39194462,Particulate 3D Hydrogels of Silk Fibroin-Pluronic to Deliver Curcumin for Infection-Free Wound Healing.,Biomimetics (Basel),2024 Aug 10
39193631,Hyaluronic Acid/Gelatin-Based Multifunctional Bioadhesive Hydrogel Loaded with a Broad-Spectrum Bacteriocin for Enhancing Diabetic Wound Healing.,ACS Appl Mater Interfaces,2024 Sep 11
39186039,Co-Delivery of Valsartan and Metformin from a Thermosensitive Hydrogel-Nanoparticle System Promotes Collagen Production in Proliferating and Senescent Primary Human Dermal Fibroblasts.,Biomacromolecules,2024 Sep 9
39185045,Acceleration of wound healing using adipose mesenchymal stem cell secretome hydrogel on partial-thickness cutaneous thermal burn wounds: An in vivo study in rats.,Vet World,2024 Jul
39184835,Light-Responsive and Antibacterial Graphenic Materials as a Holistic Approach to Tissue Engineering.,ACS Nanosci Au,2024 Aug 21
39182897,Multiple strategies approach: A novel crosslinked hydrogel forming chitosan-based microneedles chemowrap patch loaded with 5-fluorouracil liposomes for chronic wound cancer treatment.,Int J Biol Macromol,2024 Nov
39182260,"Corrigendum to ""Printable hyaluronic acid hydrogel functionalized with yeast-derived peptide for skin wound healing"" [Int. J. Biol. Macromol. (2023) 123348].",Int J Biol Macromol,2024 Oct
39180451,Bi(2)Se(3)/PAAS Hydrogels with Photothermal and Antioxidant Properties for Bacterial Infection Wound Therapy by Improving Vascular Function and Regulating Glycolipid Metabolism.,Adv Healthc Mater,2024 Aug 24
39179087,Arginine-loaded globular BSAMA/fibrous GelMA biohybrid cryogels with multifunctional features and enhanced healing for soft gingival tissue regeneration.,Int J Biol Macromol,2024 Oct
39174142,"Chitosan/rutin multifunctional hydrogel with tunable adhesion, anti-inflammatory and antibacterial properties for skin wound healing.",Carbohydr Polym,2024 Nov 1
39174115,Tunicate cellulose nanocrystals strengthened injectable stretchable hydrogel as multi-responsive enhanced antibacterial wound dressing for promoting diabetic wound healing.,Carbohydr Polym,2024 Nov 1
39171732,An Injectable Thermosensitive Hydrogel with Antibacterial and Antioxidation Properties for Accelerating Wound Healing.,ACS Appl Mater Interfaces,2024 Sep 4
39168206,Multi-responsive sodium hyaluronate/tannic acid hydrogels with ROS scavenging ability promote the healing of diabetic wounds.,Int J Biol Macromol,2024 Oct
39167033,"Development of alginate/chitosan hydrogel loaded with obestatin and evaluation of collagen type I, III, VEGF and TGF-β(1) gene expression for skin repair in a rat model (in vitro and in vitro study).",Skin Res Technol,2024 Aug
39162387,Observation of the Therapeutic Effect of Hydrogel Combined with Alginate Dressings for a Patient with Grade 4 Acute Radiation Dermatitis: A Case Report.,Adv Skin Wound Care,2024 Sep 1
39161350,Therapeutic application of mesenchymal stem cell-derived exosomes in skin wound healing.,Front Bioeng Biotechnol,2024
39160838,Novel Thermoreversible Reverse-Phase-Shift Foam With Deployment System for Treatment of Penetrating Globe Trauma in a Newly Described Porcine Model.,Mil Med,2024 Aug 19
39157075,One-Step Physical and Chemical Dual-Reinforcement with Hydrophobic Drug Delivery in Gelatin Hydrogels for Antibacterial Wound Healing.,ACS Omega,2024 Aug 13
39156898,Protection of stromal cell-derived factor-1 SDF-1/CXCL12 against proteases yields improved skin wound healing.,Front Immunol,2024
39156755,Topical application of a hyaluronic acid-based hydrogel integrated with secretome of human mesenchymal stromal cells for diabetic ulcer repair.,Regen Ther,2024 Jun
39149597,Injectable immunoregulatory hydrogels sequentially drive phenotypic polarization of macrophages for infected wound healing.,Bioact Mater,2024 Nov
39144923,Polysaccharide hydrogels for skin wound healing.,Heliyon,2024 Aug 15
39137704,Copper-MOF and tannic acid-empowered composite cryogel as a skin substitute for accelerated deep wound healing.,Biomater Adv,2024 Nov
39134289,Gelatin/Dopamine/Zinc-Doped Ceria/Curcumin nanocomposite hydrogels for repair of chronic refractory wounds.,Int J Pharm,2024 Sep 30
39133155,Graft take outcomes of burn patients transplanted with CEA derived from a modified composite culture technique: A case series.,J Burn Care Res,2024 Aug 12
39128759,"Robust, superabsorbent and antibacterial polysaccharide-based hybrid-network hydrogels for wound repair.",Int J Biol Macromol,2024 Nov
39126708,Correction to: Amnion membrane hydrogel and amnion membrane powder accelerate wound healing in a full thickness porcine skin wound model.,Stem Cells Transl Med,2024 Aug 10
39122702,"Hydrogel crosslinking modulates macrophages, fibroblasts, and their communication, during wound healing.",Nat Commun,2024 Aug 9
39122663,"Promoting the healing of infected diabetic wound by nanozyme-containing hydrogel with anti-bacterial inflammation suppressing, ROS-scavenging and oxygen-generating properties.",J Biomed Mater Res B Appl Biomater,2024 Aug
39122080,Self-crosslinking hyaluronic acid-based hydrogel with promoting vascularization and ROS scavenging for wound healing.,Int J Biol Macromol,2024 Oct
39122064,Biological macromolecule-based hydrogels with antibacterial and antioxidant activities for wound dressing: A review.,Int J Biol Macromol,2024 Nov
39121832,Chitosan-based self-healing hydrogel dressing for wound healing.,Adv Colloid Interface Sci,2024 Oct
39114907,(+)4-cholesten-3-one/sodium alginate/gelatin hydrogel for full-thickness wound repair and skin regeneration.,Biomed Mater,2024 Aug 8
39114139,A tilapia skin-derived gelatin hydrogel combined with the adipose-derived stromal vascular fraction for full-thickness wound healing.,Nanoscale Adv,2024 Aug 6
39112598,GelMA loaded with platelet lysate promotes skin regeneration and angiogenesis in pressure ulcers by activating STAT3.,Sci Rep,2024 Aug 7
39111486,Cuttlefish ink-derived melanin nanoparticle-embedded tremella fuciformis polysaccharide hydrogels for the treatment of MRSA-infected diabetic wounds.,Int J Biol Macromol,2024 Oct
39111482,"Tunicate cellulose nanocrystal reinforced multifunctional hydrogel with super flexible, fatigue resistant, antifouling and self-adhesive capability for effective wound healing.",Int J Biol Macromol,2024 Oct
39111468,Chitosan/agarose hydrogel dressing: pH response real-time monitoring and chemo-/photodynamic therapy synergistic treatment of infected wounds.,Int J Biol Macromol,2024 Oct
39110944,Polygalacturonic acid partially inhibits matrix metalloproteinases and dehydration in wounds.,Wounds,2024 Jul
39110752,Composite hydrogels fabricated from CMC-PVA-GG incorporated with ZiF-8 for wound healing applications.,J Biomater Sci Polym Ed,2024 Dec
39108405,Antibiotic Nanoparticles-Loaded Wound Dressings Against Pseudomonas aeruginosa's Skin Infection: A Systematic Review.,Int J Nanomedicine,2024
39102924,Rhein-chitosan in situ hydrogel promotes wound healing in diabetic mice.,Int J Biol Macromol,2024 Oct
39101879,Fabrication and characterization of calcium peroxide and berberine loaded cryogels for enhanced wound healing.,J Mater Chem B,2024 Aug 28
39101027,Barnacle inspired strategy combined with solvent exchange for enhancing wet adhesion of hydrogels to promote seawater-immersed wound healing.,Bioact Mater,2024 Nov
39100297,Novel Biomaterials for Wound Healing and Tissue Regeneration.,ACS Omega,2024 Jul 30
39098677,LSPR-enhanced photoresponsive antibacterial efficiency of Bi/MoS(2)-loaded fibrin gel for management of diabetic wounds.,Int J Biol Macromol,2024 Oct
39097068,Engineering bi-layered skin-like nanopads with electrospun nanofibers and chitosan films for promoting fibroblast infiltration in tissue regeneration and wound healing.,Int J Biol Macromol,2024 Oct
39096587,Injectable antibacterial hydrogels based on oligolysines for wound healing.,Biomater Adv,2024 Nov
39094367,Dermal derived matrix hydrogel loaded with curcumin improved wound healing in a diabetic rat model.,Tissue Cell,2024 Oct
39073303,Construction and Performance Study of a Dual-Network Hydrogel Dressing Mimicking Skin Pore Drainage for Photothermal Exudate Removal and On-Demand Dissolution.,Adv Sci (Weinh),2024 Sep
39073224,Smart wireless flexible bandage containing drug loaded polycaprolactone microparticles for real-time monitoring and treatment of chronic wounds.,J Biomed Mater Res B Appl Biomater,2024 Aug
39073182,Amniotic miracle: Investigating the unique development and applications of amniotic membrane in wound healing.,Skin Res Technol,2024 Jul
39070099,Synergistic potential of gellan gum methacrylate and keratin hydrogel for visceral hemostasis and skin tissue regeneration.,Mater Today Bio,2024 Aug
39069056,Study the effect of different concentrations of polydopamine as a secure and bioactive crosslinker on dual crosslinking of oxidized alginate and gelatin wound dressings.,Int J Biol Macromol,2024 Oct
39068733,Approaches to scarless burn wound healing: application of 3D printed skin substitutes with dual properties of anti-infection and balancing wound hydration levels.,EBioMedicine,2024 Aug
39064904,Self-Assembly of Rhein and Matrine Nanoparticles for Enhanced Wound Healing.,Molecules,2024 Jul 15
39061925,Thermal-Responsive Antibacterial Hydrogel with Photothermal Therapy and Improving Wound Microenvironment for Promote Healing.,Antioxidants (Basel),2024 Jul 17
39061089,Extracellular matrix hydrogels with fibroblast growth factor 2 containing exosomes for reconstructing skin microstructures.,J Nanobiotechnology,2024 Jul 26
39061033,"Fast fabrication of ""all-in-one"" injectable hydrogels as antibiotic alternatives for enhanced bacterial inhibition and accelerating wound healing.",J Nanobiotechnology,2024 Jul 26
39059528,Preparation and characterization of amidated pectin-gelatin-oxidized tannic acid hydrogel films supplemented with in-situ reduced silver nanoparticles for wound-dressing applications.,Int J Biol Macromol,2024 Oct
39057462,Streamlining Skin Regeneration: A Ready-To-Use Silk Bilayer Wound Dressing.,Gels,2024 Jun 30
39057447,Antimicrobial Hydrogels Based on Cationic Curdlan Derivatives for Biomedical Applications.,Gels,2024 Jun 27
39055866,Injectable multifunctional hydrogel containing Sphingosine 1-phosphate and human acellular amniotic membrane for skin wound healing.,Iran J Basic Med Sci,2024
39053828,Nano hydrogel with bacterial nanocellulose and bitter almond oil nanoemulsions for enhanced wound healing: In-vivo and in-vitro characterization.,Int J Biol Macromol,2024 Oct
39049504,Development of carboxymethyl cellulose/gelatin hydrogel loaded with Omega-3 for skin regeneration.,J Biomater Appl,2024 Oct
39048229,Biocompatible hydrogels based on quaternary ammonium salts of chitosan with high antimicrobial activity as biocidal agents for disinfection.,Carbohydr Polym,2024 Oct 15
39048222,Polyphenol-mediated hyaluronic acid/tannic acid hydrogel with short gelation time and high adhesion strength for accelerating wound healing.,Carbohydr Polym,2024 Oct 15
39048214,Multifunctional chitosan-based hydrogels loaded with iridium nanoenzymes for skin wound repair.,Carbohydr Polym,2024 Oct 15
39047998,A bioactive xyloglucan polysaccharide hydrogel mechanically enhanced by Pluronic F127 micelles for promoting chronic wound healing.,Int J Biol Macromol,2024 Oct
39033942,Topical amlodipine-loaded solid lipid nanoparticles for enhanced burn wound healing: A repurposed approach.,Int J Pharm,2024 Sep 5
39024469,Integration of Melt Electrowritten Polymeric Scaffolds and Bioprinting for Epithelial Healing via Localized Periostin Delivery.,ACS Macro Lett,2024 Aug 20
39019482,Doxycycline-loaded carboxymethyl cellulose/sodium alginate/gelatin hydrogel: An approach for enhancing pressure ulcer healing in a rat model.,J Biomed Mater Res A,2024 Dec
39016358,Bacterial nanocellulose/calcium alginate hydrogel for the treatment of burns.,Acta Cir Bras,2024
39016069,Multifunctional Glycopeptide-Based Hydrogel via Dual-Modulation for the Prevention and Repair of Radiation-Induced Skin Injury.,ACS Biomater Sci Eng,2024 Aug 12
39013511,Deferiprone and Gallium-Protoporphyrin Chitogel as an antimicrobial treatment: Preclinical studies demonstrating antimicrobial activity for S. aureus infected cutaneous wounds.,Int J Biol Macromol,2024 Sep
39011810,A Multifunctional Nanocomposite Hydrogel Delivery System Based on Dual-Loaded Liposomes for Scarless Wound Healing.,Adv Healthc Mater,2024 Nov
39011805,Enhanced Tissue Regeneration Through Immunomodulatory Extracellular Vesicles Encapsulated in Diversified Silk-Based Injectable Hydrogels.,Adv Healthc Mater,2024 Nov
39011795,Rapid Synthesis of Functions-Integrated Hydrogel as a Self-Powered Wound Dressing for Real-Time Drug Release and Health Monitoring.,Adv Healthc Mater,2024 Nov
39007721,Preparation of Multifunctional Hydrogels with In Situ Dual Network Structure and Promotion of Wound Healing.,Biomacromolecules,2024 Aug 12
39000792,Principles and Design of Bionic Hydrogel Adhesives for Skin Wound Treatment.,Polymers (Basel),2024 Jul 6
38987992,Integrating Bioactive Graded Hydrogel with Radially Aligned Nanofibers to Dynamically Manipulate Wound Healing Process.,ACS Appl Mater Interfaces,2024 Jul 24
38986968,Development of pH-Sensitive hydrogel for advanced wound Healing: Graft copolymerization of locust bean gum with acrylamide and acrylic acid.,Int J Pharm,2024 Aug 15
38986604,Fast Self-Healing Hyaluronic Acid Hydrogel with a Double-Dynamic Network for Skin Wound Repair.,ACS Appl Mater Interfaces,2024 Jul 24
38972659,"Exploring the antimicrobial and antioxidant potential of bacterial cellulose-cerium oxide nanoparticles hydrogel: Design, characterization and biomedical properties.",Int J Biol Macromol,2024 Sep
38972524,Quaternized oxidized sodium alginate injectable hydrogel with high antimicrobial and hemostatic efficacy promotes diabetic wound healing.,Int J Pharm,2024 Aug 15
38969423,An antifouling electrochemical biosensor based on oxidized bacterial cellulose and quaternized chitosan for reliable detection of involucrin in wound exudate.,Anal Chim Acta,2024 Aug 8
38965546,Injective hydrogel loaded with liposomes-encapsulated MY-1 promotes wound healing and increases tensile strength by accelerating fibroblast migration via the PI3K/AKT-Rac1 signaling pathway.,J Nanobiotechnology,2024 Jul 5
38962912,Indole-3-carbinol loaded-nanocapsules modulated inflammatory and oxidative damages and increase skin wound healing in rats.,Free Radic Res,2024 May-Jun
38960235,Development and characterization of curcumin nanosuspension-embedded genipin-crosslinked chitosan/polyvinylpyrrolidone hydrogel patch for effective wound healing.,Int J Biol Macromol,2024 Aug
38959608,Design and evaluation of a bilayered dermal/hypodermal 3D model using a biomimetic hydrogel formulation.,Biomed Pharmacother,2024 Aug
38959069,A comprehensive exploration of hydrogel applications in multi-stage skin wound healing.,Biomater Sci,2024 Jul 23
38956415,Neutrophil extracellular traps-inspired DNA hydrogel for wound hemostatic adjuvant.,Nat Commun,2024 Jul 2
38955296,"Photocrosslinked carboxymethylcellulose-based hydrogels: Synthesis, characterization for curcumin delivery and wound healing.",Int J Biol Macromol,2024 Aug
38955240,Novel theranostic wounds dressing based on pH responsive alginate hydrogel/graphene oxide/levofloxacin modified silk.,Int J Pharm,2024 Aug 15
38954940,"A carrier-free, injectable, and self-assembling hydrogel based on carvacrol and glycyrrhizin exhibits high antibacterial activity and enhances healing of MRSA-infected wounds.",Colloids Surf B Biointerfaces,2024 Sep
38953692,Self-Adapting Biomass Hydrogel Embodied with miRNA Immunoregulation and Long-Term Bacterial Eradiation for Synergistic Chronic Wound Therapy.,ACS Nano,2024 Jul 16
38950152,Portable Photoacoustic Analytical System Combined with Wearable Hydrogel Patch for pH Monitoring in Chronic Wounds.,Anal Chem,2024 Jul 16
38946815,Enhancing pressure ulcer healing and tissue regeneration by using N-acetyl-cysteine loaded carboxymethyl cellulose/gelatin/sodium alginate hydrogel.,Biomed Eng Lett,2024 Jul
38945346,Chlorogenic acid/carboxymethyl chitosan nanoparticle-assisted biomultifunctional hyaluronic acid-based hydrogel scaffolds for burn skin repair.,Int J Biol Macromol,2024 Aug
38945331,Polydopamine-armored zeolitic imidazolate framework-8-incorporated zwitterionic hydrogel with multifunctional properties for infected wound healing.,Int J Biol Macromol,2024 Aug
38945324,"Gelatin‑sodium alginate composite hydrogel doped with black phosphorus@ZnO heterojunction for cutaneous wound healing with antibacterial, immunomodulatory, and angiogenic properties.",Int J Biol Macromol,2024 Aug
38943898,Pluronic F127 composite hydrogel for the repair of contraction suppressed full-thickness skin wounds in a rabbit model.,Curr Res Transl Med,2024 Jun 19
38942406,Dynamic bond crosslinked maca polysaccharide hydrogels with reactive oxygen species scavenging and antibacterial effects on infected wound healing.,Int J Biol Macromol,2024 Sep
38942404,Long duration sodium hyaluronate hydrogel with dual functions of both growth prompting and acid-triggered antibacterial activity for bacteria-infected wound healing.,Int J Biol Macromol,2024 Aug
38942188,Red-light-excited TiO(2)/Bi(2)S(3) heterojunction nanotubes and photoelectric hydrogels mediate epidermal-neural network reconstruction in deep burns.,Acta Biomater,2024 Aug
38941540,3D Bioprinting of Artificial Skin Substitute with Improved Mechanical Property and Regulated Cell Behavior through Integrating Patterned Nanofibrous Films.,ACS Nano,2024 Jul 16
38940279,Engineering Titanium-Hydroxyapatite Nanocomposite Hydrogels for Enhanced Antibacterial and Wound Healing Efficacy.,ACS Biomater Sci Eng,2024 Aug 12
38938680,The diffusion of normal skin wound myofibroblast-derived microvesicles differs according to matrix composition.,J Extracell Biol,2024 Jan
38936752,"Tissue-adhesive, stretchable and compressible physical double-crosslinked microgel-integrated hydrogels for dynamic wound care.",Acta Biomater,2024 Aug
38936031,A functional hydrogel of dopamine-modified gelatin with photothermal properties for enhancing infected wound healing.,Colloids Surf B Biointerfaces,2024 Sep
38934374,Multifunctional Molybdenum-Based Nanoclusters Engineered Gelatin Methacryloyl as In Situ Photo-Cross-Linkable Hybrid Hydrogel Dressings for Enhanced Wound Healing.,ACS Appl Mater Interfaces,2024 Jul 10
38928316,Hydrogel Wound Dressings Accelerating Healing Process of Wounds in Movable Parts.,Int J Mol Sci,2024 Jun 15
38925610,Prussian Blue-Assisted NIR Triggered In-Situ Polymerized Nanocomposite Hydrogel for Wound Repair.,Chembiochem,2024 Sep 2
38923269,An Injectable Living Hydrogel with Embedded Probiotics as a Novel Strategy for Combating Multifaceted Pathogen Wound Infections.,Adv Healthc Mater,2024 Oct
38920958,Eco-Friendly Production of Polyvinyl Alcohol/Carboxymethyl Cellulose Wound Healing Dressing Containing Sericin.,Gels,2024 Jun 20
38920909,Antibacterial Silver Nanoparticle Containing Polydopamine Hydrogels That Enhance Re-Epithelization.,Gels,2024 May 24
38920898,"Evaluation of the Biological Activity of Manna Exudate, from Fraxinus ornus L., and Its Potential Use as Hydrogel Formulation in Dermatology and Cosmetology.",Gels,2024 May 21
38917923,Multifunctional sprayable carboxymethyl chitosan/polyphenol hydrogel for wound healing.,Int J Biol Macromol,2024 Aug
38917335,Remendable Cross-Linked Alginate/Gelatin Hydrogels Incorporating Nanofibers for Wound Repair and Regeneration.,Biomacromolecules,2024 Jul 8
38911243,An in situ forming gelatin-based hydrogel loaded with soluble amniotic membrane promotes full-thickness wound regeneration in rats.,Iran J Basic Med Sci,2024
38911060,Identification of a human type XVII collagen fragment with high capacity for maintaining skin health.,Synth Syst Biotechnol,2024 Dec
38906230,Formulation and dermal delivery of a new active pharmaceutical ingredient in an in vitro wound model for the treatment of chronic ulcers.,Eur J Pharm Biopharm,2024 Sep
38904166,Composite hydrogels with antioxidant and robust adhesive properties for the prevention of radiation-induced dermatitis.,J Mater Chem B,2024 Jul 17
38899974,"A hydrogel based on Fe(II)-GMP demonstrates tunable emission, self-healing mechanical strength and Fenton chemistry-mediated notable antibacterial properties.",Nanoscale,2024 Jul 11
38898715,Chitosan based ethanolicAllium Sativumextract hydrogel film: a novel skin tissue regeneration platform for 2nd degree burn wound healing.,Biomed Mater,2024 Jun 20
38897336,"Green synthesis-inspired antibacterial, antioxidant and adhesive hydrogels with ultra-fast gelation and hemostasis for promoting infected skin wound healing.",Acta Biomater,2024 Aug
38896436,Multifunctional protocatechuic acid-polyacrylic acid hydrogel adhesives for wound dressings.,J Mater Chem B,2024 Jul 10
38890349,A hybrid structure based on silk fibroin/PVA nanofibers and alginate/gum tragacanth hydrogel embedded with cardamom extract.,Sci Rep,2024 Jun 18
38885776,Phage therapy combined with Gum Karaya injectable hydrogels for treatment of methicillin-resistant Staphylococcus aureus deep wound infection in a porcine model.,Int J Pharm,2024 Jul 20
38878926,Multi-dynamic-bond cross-linked antibacterial and adhesive hydrogel based on boronated chitosan derivative and loaded with peptides from Periplaneta americana with on-demand removability.,Int J Biol Macromol,2024 Jul
38876718,"Multifunctional pH-responsive hydrogel dressings based on carboxymethyl chitosan: Synthesis, characterization fostering the wound healing.",Carbohydr Polym,2024 Oct 1
38876232,Chitosan-taurine nanoparticles cross-linked carboxymethyl chitosan hydrogels facilitate both acute and chronic diabetic wound healing.,Int J Biol Macromol,2024 Jul
38875445,An Injectable Hydrogel with Ultrahigh Burst Pressure and Innate Antibacterial Activity for Emergency Hemostasis and Wound Repair.,Adv Mater,2024 Aug
38874272,The Role of Hydrogel Biomaterials in the Intervention of Wound Healing and Skin Regeneration via Exosomes: A Systematic Review and Meta-Analysis of Preclinical Animal Studies.,Adv Wound Care (New Rochelle),2024 Jul 26
38866291,On the design of lignin reinforced acrylic acid/hyaluronic acid adhesive hydrogels with conductive PEDOT:HA nanoparticles.,Int J Biol Macromol,2024 Jul
38865210,"Bioactive Metal Ion-Coordinated Dynamic Hydrogel with Antibacterial, Immunomodulatory, and Angiogenic Activities for Infected Wound Repair.",ACS Appl Mater Interfaces,2024 Jun 26
38862053,Collagen/Curdlan composite sponge for rapid hemostasis and skin wound healing.,Int J Biol Macromol,2024 Jul
38857996,Efficacy of melanin-loaded lipoic acid-modified chitosan hydrogel in diabetic wound healing.,Carbohydr Polym,2024 Sep 15
38852926,Pectin-honey hydrogel to prevent laparotomy surgical site infection in horses: A pilot study.,J Equine Vet Sci,2024 Aug
38852721,A dynamically cross-linked catechol-grafted chitosan/gelatin hydrogel dressing synergised with photothermal therapy and baicalin reduces wound infection and accelerates wound healing.,Int J Biol Macromol,2024 Jul
38850485,Motion-Accommodating Dual-Layer Hydrogel Dressing to Deliver Adipose-Derived Stem Cells to Wounds.,Tissue Eng Regen Med,2024 Aug
38849931,Accelerated full-thickness skin wound tissue regeneration by self-crosslinked chitosan hydrogel films reinforced by oxidized CNC-AgNPs stabilized Pickering emulsion for quercetin delivery.,J Nanobiotechnology,2024 Jun 8
38848491,Self-Healing Conductive Hydrogels with Dynamic Dual Network Structure Accelerate Infected Wound Healing via Photothermal Antimicrobial and Regulating Inflammatory Response.,ACS Appl Mater Interfaces,2024 Jun 19
38844279,Enhancing diabetic wound healing with a pH/glucose dual-responsive hydrogel for ROS clearance and antibacterial activity.,Int J Biol Macromol,2024 Jun
38841337,Fabrication and characteristics of multifunctional hydrogel dressings using dopamine modified hyaluronic acid and phenylboronic acid modified chitosan.,Front Chem,2024
38840405,Niosome-Based Hydrogel of Quince Extract: A Promising Strategy for Expedited Full-thickness Wound Healing in Rat.,Curr Drug Deliv,2024 Jun 4
38838692,Carboxymethyl chitosan-methacrylic acid gelatin hydrogel for wound healing and vascular regeneration.,Biomed Mater,2024 Jun 18
38837826,Rapid-Response Water-Shrink Films with High Output Work Density Based on Polyethylene Oxide and α-Cyclodextrin for Autonomous Wound Closure.,Adv Mater,2024 Aug
38837237,Interventions for postburn pruritus.,Cochrane Database Syst Rev,2024 Jun 5
38836321,Chitosan-based multifunctional oxygenating antibiotic hydrogel dressings for managing chronic infection in diabetic wounds.,Biomater Sci,2024 Jun 25
38834664,Tannic acid modified keratin/sodium alginate/carboxymethyl chitosan biocomposite hydrogels with good mechanical properties and swelling behavior.,Sci Rep,2024 Jun 4
38832934,Extracellular Matrix Mimicking Wound Microenvironment Responsive Amyloid-Heparin@TA(AgNP) Co-Assembled Hydrogel: An Effective Conductive Antibacterial Wound Healing Material.,ACS Appl Mater Interfaces,2024 Jun 19
38821311,Multifunctional polyvinyl alcohol/poly-dopamine hydrogels loaded with bio-nano composites promote wound healing by repairing endogenous electric fields.,Int J Biol Macromol,2024 Jun
38819955,Physical Properties and Biochemical Composition of Extracellular Matrix-Derived Hydrogels Dictate Vascularization Potential in an Organ-Dependent Fashion.,ACS Appl Mater Interfaces,2024 Jun 12
38818510,Microenvironmental dynamics of diabetic wounds and insights for hydrogel-based therapeutics.,J Tissue Eng,2024 Jan-Dec
38815704,A novel exosome-based multifunctional nanocomposite platform driven by photothermal-controlled release system for repair of skin injury.,J Control Release,2024 Jul
38815368,Porous gradient hydrogel promotes skin regeneration by angiogenesis.,J Colloid Interface Sci,2024 Oct
38814614,Hybrid Double-Sided Tape with Asymmetrical Adhesion and Burst Pressure Tolerance for Abdominal Injury Treatment.,ACS Appl Mater Interfaces,2024 Jun 12
38810855,Multifunctional double-network hydrogel with antibacterial and anti-inflammatory synergistic effects contributes to wound healing of bacterial infection.,Int J Biol Macromol,2024 Jun
38810432,Bionic double-crosslinked hydrogel of poly (γ-glutamic acid)/poly (N-(2-hydroxyethyl) acrylamide) with ultrafast gelling process and ultrahigh burst pressure for emergency rescue.,Int J Biol Macromol,2024 Jun
38801600,Photodynamic therapy mediated by methylene blue-loaded PEG accelerates skin mouse wound healing: an immune response.,Lasers Med Sci,2024 May 27
