PMID,Title,Source,PubDate
32305816,Exosome laden oxygen releasing antioxidant and antibacterial cryogel wound dressing OxOBand alleviate diabetic and infectious wound healing.,Biomaterials,2020 Aug
32304258,Development of a PHMB hydrogel-modified wound scaffold dressing with antibacterial activity.,Wound Repair Regen,2020 Jul
32297487,Insight into the Regulatory Function of Human Hair Keratins in Wound Healing Using Proteomics.,Adv Biosyst,2020 Jun
32293116,Reconstructed human skin shows epidermal invagination towards integrated neopapillae indicating early hair follicle formation in vitro.,J Tissue Eng Regen Med,2020 Jun
32290484,Polysaccharide-Based Bioink Formulation for 3D Bioprinting of an In Vitro Model of the Human Dermis.,Nanomaterials (Basel),2020 Apr 11
32283209,Photo-responsive supramolecular hyaluronic acid hydrogels for accelerated wound healing.,J Control Release,2020 Jul 10
32279800,A multifunctional nanocomposite spray dressing of Kappa-carrageenan-polydopamine modified ZnO/L-glutamic acid for diabetic wounds.,Mater Sci Eng C Mater Biol Appl,2020 Jun
32268859,Biomedical Applications of Hemicellulose-Based Hydrogels.,Curr Med Chem,2020
32268198,Wound healing treatment using insulin within polymeric nanoparticles in the diabetes animal model.,Eur J Pharm Sci,2020 Jul 1
32256070,Poly(N-Isopropyl-Acrylamide)/Poly(γ-Glutamic Acid) Thermo-Sensitive Hydrogels Loaded with Superoxide Dismutase for Wound Dressing Application.,Int J Nanomedicine,2020
32255130,Copper-nanoparticle-embedded hydrogel for killing bacteria and promoting wound healing with photothermal therapy.,J Mater Chem B,2019 Apr 21
32254681,Microcapsule-embedded hydrogel patches for ultrasound responsive and enhanced transdermal delivery of diclofenac sodium.,J Mater Chem B,2019 Apr 14
32251786,Conformable hyaluronic acid hydrogel delivers adipose-derived stem cells and promotes regeneration of burn injury.,Acta Biomater,2020 May
32245517,PF-127 hydrogel plus sodium ascorbyl phosphate improves Wharton's jelly mesenchymal stem cell-mediated skin wound healing in mice.,Stem Cell Res Ther,2020 Apr 3
32241433,Mechanically and functionally strengthened tissue adhesive of chitin whisker complexed chitosan/dextran derivatives based hydrogel.,Carbohydr Polym,2020 Jun 1
32241044,[Effects and mechanism of exogenous tumor necrosis factor α on differentiation of mesenchymal stem cells of mice into sweat gland cells in three-dimensional environment].,Zhonghua Shao Shang Za Zhi,2020 Mar 20
32240736,Double crosslinked HLC-CCS hydrogel tissue engineering scaffold for skin wound healing.,Int J Biol Macromol,2020 Jul 15
32239626,Injectable Enzyme-Based Hydrogel Matrix with Precisely Oxidative Stress Defense for Promoting Dermal Repair of Burn Wound.,Macromol Biosci,2020 Jun
32234436,Accelerated healing of full thickness excised skin wound in rabbits using single application of alginate/acacia based nanocomposites of ZnO nanoparticles.,Int J Biol Macromol,2020 Jul 15
32218368,Comprehensive Assessment of Nile Tilapia Skin (Oreochromis niloticus) Collagen Hydrogels for Wound Dressings.,Mar Drugs,2020 Mar 25
32205230,Healing activity of hydrogel containing nanoemulsified β-caryophyllene.,Eur J Pharm Sci,2020 May 30
32204517,Polyacrylamide-Metilcellulose Hydrogels Containing Aloe barbadensis Extract as Dressing for Treatment of Chronic Cutaneous Skin Lesions.,Polymers (Basel),2020 Mar 19
32204114,Encapsulation of green tea polyphenol nanospheres in PVA/alginate hydrogel for promoting wound healing of diabetic rats by regulating PI3K/AKT pathway.,Mater Sci Eng C Mater Biol Appl,2020 May
32194261,A liposome/gelatin methacrylate nanocomposite hydrogel system for delivery of stromal cell-derived factor-1α and stimulation of cell migration.,Acta Biomater,2020 May
32187247,A rapid self-healing hydrogel based on PVA and sodium alginate with conductive and cold-resistant properties.,Soft Matter,2020 Apr 1
32181358,Biochemical and structural cues of 3D-printed matrix synergistically direct MSC differentiation for functional sweat gland regeneration.,Sci Adv,2020 Mar
32175129,Review of functional materials for potential use as wearable infection sensors in limb prostheses.,Biomed Eng Lett,2020 Feb
32172843,Alginate-based composite materials for wound dressing application:A mini review.,Carbohydr Polym,2020 May 15
32153396,Long-Term Toxicity Study of Topical Administration of a Highly-Stable rh-aFGF Carbomer 940 Hydrogel in a Rabbit Skin Wound Model.,Front Pharmacol,2020
32145505,Fabrication of polyphenol-incorporated anti-inflammatory hydrogel via high-affinity enzymatic crosslinking for wet tissue adhesion.,Biomaterials,2020 Feb 26
32144968,Amnion and collagen-based blended hydrogel improves burn healing efficacy on a rat skin wound model in the presence of wound dressing biomembrane.,Biomed Mater Eng,2020
32129372,"Multifunctional composite hydrogel bolus with combined self-healing, antibacterial and adhesive functions for radiotherapy.",J Mater Chem B,2020 Apr 1
32128464,Antibacterial and angiogenic chitosan microneedle array patch for promoting wound healing.,Bioact Mater,2020 Jun
32124687,Cellulose Nanofibrils-based Hydrogels for Biomedical Applications: Progresses and Challenges.,Curr Med Chem,2020
32117583,Clinical Study of Nanofibrillar Cellulose Hydrogel Dressing for Skin Graft Donor Site Treatment.,Adv Wound Care (New Rochelle),2020 Apr 1
32117582,The Role of the Anti-Inflammatory Cytokine Interleukin-10 in Tissue Fibrosis.,Adv Wound Care (New Rochelle),2020 Apr 1
32104975,"A Cerberus-Inspired Anti-Infective Multicomponent Gatekeeper Hydrogel against Infections with the Emerging ""Superbug"" Yeast Candida auris.",Macromol Biosci,2020 Apr
32102205,An Engineered Infected Epidermis Model for In Vitro Study of the Skin's Pro-Inflammatory Response.,Micromachines (Basel),2020 Feb 23
32086788,Accelerating healing of excisional wound with alginate hydrogel containing naringenin in rat model.,Drug Deliv Transl Res,2021 Feb
32073581,Enzymatic crosslinking to fabricate antioxidant peptide-based supramolecular hydrogel for improving cutaneous wound healing.,J Mater Chem B,2019 Apr 7
32072703,Thermal-Disrupting Interface Mitigates Intercellular Cohesion Loss for Accurate Topical Antibacterial Therapy.,Adv Mater,2020 Mar
32045112,Biological dermal templates with native collagen scaffolds provide guiding ridges for invading cells and may promote structured dermal wound healing.,Int Wound J,2020 Jun
32043171,"Tumescent Injections in Subcutaneous Pig Tissue Disperse Fluids Volumetrically and Maintain Elevated Local Concentrations of Additives for Several Hours, Suggesting a Treatment for Drug Resistant Wounds.",Pharm Res,2020 Feb 10
32027477,Smart Hydrogel-Based DVDMS/bFGF Nanohybrids for Antibacterial Phototherapy with Multiple Damaging Sites and Accelerated Wound Healing.,ACS Appl Mater Interfaces,2020 Mar 4
32026892,A self-adapting hydrogel based on chitosan/oxidized konjac glucomannan/AgNPs for repairing irregular wounds.,Biomater Sci,2020 Mar 31
32025677,"A self-healing, robust adhesion, multiple stimuli-response hydrogel for flexible sensors.",Soft Matter,2020 Mar 4
32019556,"Cell engraftment, vascularization, and inflammation after treatment of equine distal limb wounds with endothelial colony forming cells encapsulated within hydrogel microspheres.",BMC Vet Res,2020 Feb 4
31994544,Hyaluronic acid/lysozyme self-assembled coacervate to promote cutaneous wound healing.,Biomater Sci,2020 Mar 17
35498321,A fast UV-curable PU-PAAm hydrogel with mechanical flexibility and self-adhesion for wound healing.,RSC Adv,2020 Jan 29
31985637,"Single Intraosseous Injection of Simvastatin Promotes Endothelial Progenitor Cell Mobilization, Neovascularization, and Wound Healing in Diabetic Rats.",Plast Reconstr Surg,2020 Feb
31982523,Controlled release of silver ions from AgNPs using a hydrogel based on konjac glucomannan and chitosan for infected wounds.,Int J Biol Macromol,2020 Apr 15
31976515,An antioxidant self-healing hydrogel for 3D cell cultures.,J Mater Chem B,2020 Feb 19
31973160,Cysteine-Capped Hydrogels Incorporating Copper as Effective Antimicrobial Materials against Methicillin-Resistant Staphylococcus aureus.,Microorganisms,2020 Jan 21
31971111,Current Development on Chitosan-based Antimicrobial Drug Formulations for the Wound Healing.,Curr Drug Discov Technol,2020
35019424,HClO/ClO(-)-Indicative Interpenetrating Polymer Network Hydrogels as Intelligent Bioactive Materials for Wound Healing.,ACS Appl Bio Mater,2020 Jan 21
31954789,Preparation and characterization of carboxymethyl chitosan/collagen peptide/oxidized konjac composite hydrogel.,Int J Biol Macromol,2020 Apr 15
31947937,Xanthan Gum-Konjac Glucomannan Blend Hydrogel for Wound Healing.,Polymers (Basel),2020 Jan 4
31942896,Wound dressings functionalized with silver nanoparticles: promises and pitfalls.,Nanoscale,2020 Jan 28
31941100,Bioadhesive Polymeric Films Based on Red Onion Skins Extract for Wound Treatment: An Innovative and Eco-Friendly Formulation.,Molecules,2020 Jan 13
31936590,Recent Advances in Natural Gum-Based Biomaterials for Tissue Engineering and Regenerative Medicine: A Review.,Polymers (Basel),2020 Jan 9
31931388,Development of thermosensitive hydrogel containing methylene blue for topical antimicrobial photodynamic therapy.,J Photochem Photobiol B,2020 Jan
31913606,Trehalose-Based Polyethers for Cryopreservation and Three-Dimensional Cell Scaffolds.,Biomacromolecules,2020 Mar 9
31905975,Polysaccharide-Based Formulations for Healing of Skin-Related Wound Infections: Lessons from Animal Models and Clinical Trials.,Biomolecules,2019 Dec 30
31897806,Development of Chitosan-Based Hydrogel Containing Antibiofilm Agents for the Treatment of Staphylococcus aureus-Infected Burn Wound in Mice.,AAPS PharmSciTech,2020 Jan 2
31895528,"Moist-Retaining, Self-Recoverable, Bioadhesive, and Transparent in Situ Forming Hydrogels To Accelerate Wound Healing.",ACS Appl Mater Interfaces,2020 Jan 15
31887922,"Histatin1-modified thiolated chitosan hydrogels enhance wound healing by accelerating cell adhesion, migration and angiogenesis.",Carbohydr Polym,2020 Feb 15
31886725,Alginate hydrogel enriched with Ambystoma mexicanum epidermal lipoxygenase-loaded pectin nanoparticles for enhanced wound healing.,J Biomater Appl,2020 Mar
31886606,Current status and future outlook of nano-based systems for burn wound management.,J Biomed Mater Res B Appl Biomater,2020 Jul
31886229,A Human Umbilical Cord Mesenchymal Stem Cell-Conditioned Medium/Chitosan/Collagen/β-Glycerophosphate Thermosensitive Hydrogel Promotes Burn Injury Healing in Mice.,Biomed Res Int,2019
31876118,Nano-hydrogel embedded with quercetin and oleic acid as a new formulation in the treatment of diabetic foot ulcer: A pilot study.,Int Wound J,2020 Apr
31870589,Elastin Biomaterials in Dermal Repair.,Trends Biotechnol,2020 Mar
31870570,Protection of sildenafil citrate hydrogel against radiation-induced skin wounds.,Burns,2020 Aug
31867889,Polysaccharide-Peptide Cryogels for Multidrug-Resistant-Bacteria Infected Wound Healing and Hemostasis.,Adv Healthc Mater,2020 Feb
31861970,Bioprinted Skin Recapitulates Normal Collagen Remodeling in Full-Thickness Wounds.,Tissue Eng Part A,2020 May
31861794,Curcumin-In-Deformable Liposomes-In-Chitosan-Hydrogel as a Novel Wound Dressing.,Pharmaceutics,2019 Dec 20
31859313,"Self-healing conductive hydrogels: preparation, properties and applications.",Nanoscale,2020 Jan 23
31857102,Development of hydrogel-like biomaterials via nanoparticle assembly and solid-hydrogel transformation.,J Control Release,2020 Feb
31849472,Polymer-Assisted In Situ Synthesis of Silver Nanoparticles with Epigallocatechin Gallate (EGCG) Impregnated Wound Patch Potentiate Controlled Inflammatory Responses for Brisk Wound Healing.,Int J Nanomedicine,2019
31846801,In situ forming and reactive oxygen species-scavenging gelatin hydrogels for enhancing wound healing efficacy.,Acta Biomater,2020 Feb
31843720,Encapsulation of collagen mimetic peptide-tethered vancomycin liposomes in collagen-based scaffolds for infection control in wounds.,Acta Biomater,2020 Feb
31837583,Fabrication of pH-responsive TA-keratin bio-composited hydrogels encapsulated with photoluminescent GO quantum dots for improved bacterial inhibition and healing efficacy in wound care management: In vivo wound evaluations.,J Photochem Photobiol B,2020 Jan
31826503,In situ facile-forming chitosan hydrogels with tunable physicomechanical and tissue adhesive properties by polymer graft architecture.,Carbohydr Polym,2020 Feb 1
31826321,Engineered skin graft with stromal vascular fraction cells encapsulated in fibrin-collagen hydrogel: A clinical study for diabetic wound healing.,J Tissue Eng Regen Med,2020 Mar
31824935,A Systematic Review and Meta-Analysis of Clinical Effectiveness and Safety of Hydrogel Dressings in the Management of Skin Wounds.,Front Bioeng Biotechnol,2019
31803738,Three Dimensional Printing Bilayer Membrane Scaffold Promotes Wound Healing.,Front Bioeng Biotechnol,2019
31797708,Composite chitosan hydrogels as advanced wound dressings with sustained ibuprofen release and suitable application characteristics.,Pharm Dev Technol,2020 Mar
31781284,Effect of Polysaccharides from Bletilla striata on the Healing of Dermal Wounds in Mice.,Evid Based Complement Alternat Med,2019
31771286,Fucoidan from Undaria pinnatifida Ameliorates Epidermal Barrier Disruption via Keratinocyte Differentiation and CaSR Level Regulation.,Mar Drugs,2019 Nov 24
31761520,Preparation of novel berberine nano-colloids for improving wound healing of diabetic rats by acting Sirt1/NF-κB pathway.,Colloids Surf B Biointerfaces,2020 Mar
31747098,Development of a chitosan hydrogel containing flavonoids extracted from Passiflora edulis leaves and the evaluation of its antioxidant and wound healing properties for the treatment of skin lesions in diabetic mice.,J Biomed Mater Res A,2020 Mar
31739421,In Situ Crosslinking Bionanocomposite Hydrogels with Potential for Wound Healing Applications.,J Funct Biomater,2019 Nov 14
31739310,A Novel Nanofiber Hydrogel Loaded with Platelet-Rich Plasma Promotes Wound Healing Through Enhancing the Survival of Fibroblasts.,Med Sci Monit,2019 Nov 18
31737420,PEGylated Platelet-Free Blood Plasma-Based Hydrogels for Full-Thickness Wound Regeneration.,Adv Wound Care (New Rochelle),2019 Jul 1
31737411,β-Glucan-Based Wet Dressing for Cutaneous Wound Healing.,Adv Wound Care (New Rochelle),2019 Apr 1
35021502,Incorporation of ZnO/Bioactive Glass Nanoparticles into Alginate/Chitosan Composite Hydrogels for Wound Closure.,ACS Appl Bio Mater,2019 Nov 18
31712156,Efficient wound healing composite hydrogel using Egyptian Avena sativa L. polysaccharide containing β-glucan.,Int J Biol Macromol,2020 Apr 15
31702867,Exosome loaded alginate hydrogel promotes tissue regeneration in full-thickness skin wounds: An in vivo study.,J Biomed Mater Res A,2020 Mar
31701966,The fabrication of a highly efficient self-healing hydrogel from natural biopolymers loaded with exosomes for the synergistic promotion of severe wound healing.,Biomater Sci,2019 Dec 17
31678360,Silk fibroin for skin injury repair: Where do things stand?,Adv Drug Deliv Rev,2020 Jan 1
31664808,Carbohydrate-Coated Gold-Silver Nanoparticles for Efficient Elimination of Multidrug Resistant Bacteria and in Vivo Wound Healing.,ACS Appl Mater Interfaces,2019 Nov 20
31635930,Effects of the duration of transcutaneous CO(2) application on the facilitatory effect in rat fracture repair.,J Orthop Sci,2020 Sep
35021399,Concentrated Conditioned Medium-Loaded Silk Nanofiber Hydrogels with Sustained Release of Bioactive Factors To Improve Skin Regeneration.,ACS Appl Bio Mater,2019 Oct 21
31629042,Facile and efficient encapsulation of antimicrobial peptides via crosslinked DNA nanostructures and their application in wound therapy.,J Control Release,2019 Nov 10
31625517,Development of nanotechnology for advancement and application in wound healing: a review.,IET Nanobiotechnol,2019 Oct
31620870,"Pharmaceutical, clinical, and immunohistochemical studies of metformin hydrochloride topical hydrogel for wound healing application.",Arch Dermatol Res,2020 Mar
31620194,Freeze-thaw-induced cross-linked PVA/chitosan for oxytetracycline-loaded wound dressing: the experimental design and optimization.,Res Pharm Sci,2019 Apr
31616890,Co-assembled supramolecular hydrogels of cell adhesive peptide and alginate for rapid hemostasis and efficacious wound healing.,Soft Matter,2019 Oct 30
31606531,Biomimetic hydrogel for rapid and scar-free healing of skin wounds inspired by the healing process of oral mucosa.,Acta Biomater,2019 Dec
31593807,A feasible biocompatible hydrogel film embedding Periplaneta americana extract for acute wound healing.,Int J Pharm,2019 Nov 25
31593719,Design and evaluation of a multifunctional thermosensitive poloxamer-chitosan-hyaluronic acid gel for the treatment of skin burns.,Int J Biol Macromol,2020 Jan 1
31590118,Lotus seedpod-inspired hydrogels as an all-in-one platform for culture and delivery of stem cell spheroids.,Biomaterials,2019 Dec
31589116,Development of Silver Nanoparticles/Gelatin Thermoresponsive Nanocomposites: Characterization and Antimicrobial Activity.,Curr Pharm Des,2019
31587370,A near-infrared fluorescent pH sensing film for wound milieu pH monitoring.,Exp Dermatol,2020 Jan
31586729,In situ formed anti-inflammatory hydrogel loading plasmid DNA encoding VEGF for burn wound healing.,Acta Biomater,2019 Dec
31584060,Metabolic profiling of a polyphenolic-rich fraction of Coccinia grandis leaves using LC-ESI-MS/MS and in vivo validation of its antimicrobial and wound healing activities.,Food Funct,2019 Oct 16
31582049,Quaternized chitosan-Matrigel-polyacrylamide hydrogels as wound dressing for wound repair and regeneration.,Carbohydr Polym,2019 Dec 15
31578149,Heparinized silk fibroin hydrogels loading FGF1 promote the wound healing in rats with full-thickness skin excision.,Biomed Eng Online,2019 Oct 2
31558852,Assembly of Bifunctional Aptamer-Fibrinogen Macromer for VEGF Delivery and Skin Wound Healing.,Chem Mater,2019 Feb 12
31546922,Monitoring of Antimicrobial Drug Chloramphenicol Release from Electrospun Nano- and Microfiber Mats Using UV Imaging and Bacterial Bioreporters.,Pharmaceutics,2019 Sep 19
31546362,Non-stick hemostasis hydrogels as dressings with bacterial barrier activity for cutaneous wound healing.,Mater Sci Eng C Mater Biol Appl,2019 Dec
31546352,Bio-functional G-molecular hydrogels for accelerated wound healing.,Mater Sci Eng C Mater Biol Appl,2019 Dec
31541735,Injectable nanoclay gels for angiogenesis.,Acta Biomater,2019 Dec
31521886,Injectable and degradable methacrylic acid hydrogel alters macrophage response in skeletal muscle.,Biomaterials,2019 Dec
31521272,Antibacterial poly (ethylene glycol) diacrylate/chitosan hydrogels enhance mechanical adhesiveness and promote skin regeneration.,Carbohydr Polym,2019 Dec 1
31513742,Peptide-/Drug-Directed Self-Assembly of Hybrid Polyurethane Hydrogels for Wound Healing.,ACS Appl Mater Interfaces,2019 Oct 9
31511001,Topical hydrogel containing Fumaria vaillantii Loisel. extract enhances wound healing in rats.,BMC Complement Altern Med,2019 Sep 12
31509972,Anti-Aging Potential of Substance P-Based Hydrogel for Human Skin Longevity.,Int J Mol Sci,2019 Sep 10
31509371,"Entanglement-Driven Adhesion, Self-Healing, and High Stretchability of Double-Network PEG-Based Hydrogels.",ACS Appl Mater Interfaces,2019 Oct 9
31505420,Biosynthesis of silver oxide nanoparticles and their photocatalytic and antimicrobial activity evaluation for wound healing applications in nursing care.,J Photochem Photobiol B,2019 Oct
31502009,An injectable thermosensitive hydrogel for sustained release of apelin-13 to enhance flap survival in rat random skin flap.,J Mater Sci Mater Med,2019 Sep 9
31500069,Injectable hydrogel composed of hydrophobically modified chitosan/oxidized-dextran for wound healing.,Mater Sci Eng C Mater Biol Appl,2019 Nov
31500054,A 3D printed chitosan-pectin hydrogel wound dressing for lidocaine hydrochloride delivery.,Mater Sci Eng C Mater Biol Appl,2019 Nov
31499949,Novel lignin-chitosan-PVA composite hydrogel for wound dressing.,Mater Sci Eng C Mater Biol Appl,2019 Nov
31498364,High strength and antibacterial polyelectrolyte complex CS/HS hydrogel films for wound healing.,Soft Matter,2019 Oct 14
33448833,Fabrication of Hybrid Hydrogels from Silk Fibroin and Tannic Acid with Enhanced Gelation and Antibacterial Activities.,ACS Biomater Sci Eng,2019 Sep 9
33448816,Rubidium-Containing Calcium Alginate Hydrogel for Antibacterial and Diabetic Skin Wound Healing Applications.,ACS Biomater Sci Eng,2019 Sep 9
31480682,Film Dressings Based on Hydrogels: Simultaneous and Sustained-Release of Bioactive Compounds with Wound Healing Properties.,Pharmaceutics,2019 Sep 2
31473541,"Mussel-inspired, antibacterial, conductive, antioxidant, injectable composite hydrogel wound dressing to promote the regeneration of infected skin.",J Colloid Interface Sci,2019 Nov 15
31465886,Bio-inspired swellable hydrogel-forming double-layered adhesive microneedle protein patch for regenerative internal/external surgical closure.,Biomaterials,2019 Nov
31465884,Underwater-adhesive microparticle dressing composed of hydrophobically-modified Alaska pollock gelatin for gastrointestinal tract wound healing.,Acta Biomater,2019 Nov
31465833,Construction of a biomimetic chemokine reservoir stimulates rapid in situ wound repair and regeneration.,Int J Pharm,2019 Oct 30
31464418,"Bioinspired, Injectable, Quaternized Hydroxyethyl Cellulose Composite Hydrogel Coordinated by Mesocellular Silica Foam for Rapid, Noncompressible Hemostasis and Wound Healing.",ACS Appl Mater Interfaces,2019 Sep 25
31460381,Feasibility Study of Tissue Transglutaminase for Self-Catalytic Cross-Linking of Self-Assembled Collagen Fibril Hydrogel and Its Promising Application in Wound Healing Promotion.,ACS Omega,2019 Jul 31
31451645,Mosquito bite prevention through graphene barrier layers.,Proc Natl Acad Sci U S A,2019 Sep 10
31447120,Comparative study of collagen and gelatin in chitosan-based hydrogels for effective wound dressing: Physical properties and fibroblastic cell behavior.,Biochem Biophys Res Commun,2019 Oct 22
31441788,"Effect of Hydrogel Enriched With Alginate, Fatty Acids, and Vitamins A and E on Pressure Injuries: A Case Series.",Plast Surg Nurs,2019 Jul/Sep
31437562,Design and evaluation of mesenchymal stem cells seeded chitosan/glycosaminoglycans quaternary hydrogel scaffolds for wound healing applications.,Int J Pharm,2019 Oct 30
31430428,Thermoresponsive in Situ Forming Hydrogel with Sol-Gel Irreversibility for Effective Methicillin-Resistant Staphylococcus aureus Infected Wound Healing.,ACS Nano,2019 Sep 24
31427027,One-pot synthesis of ZnO nanobelt-like structures in hyaluronan hydrogels for wound dressing applications.,Carbohydr Polym,2019 Nov 1
31427000,Self-healable and dual-functional guar gum-grafted-polyacrylamidoglycolic acid-based hydrogels with nano-silver for wound dressings.,Carbohydr Polym,2019 Nov 1
31421178,Amino acids loaded chitosan/collagen based new membranes stimulate angiogenesis in chorioallantoic membrane assay.,Int J Biol Macromol,2019 Nov 1
31412845,Pharmacological properties of Centella asiatica hydrogel in accelerating wound healing in rabbits.,BMC Complement Altern Med,2019 Aug 14
31411556,Dramatic promotion of wound healing using a recombinant human-like collagen and bFGF cross-linked hydrogel by transglutaminase.,J Biomater Sci Polym Ed,2019 Dec
31409998,"Preparation and in vivo evaluation of a topical hydrogel system incorporating highly skin-permeable growth factors, quercetin, and oxygen carriers for enhanced diabetic wound-healing therapy.",Int J Nanomedicine,2019
31393463,Polydopamine/puerarin nanoparticle-incorporated hybrid hydrogels for enhanced wound healing.,Biomater Sci,2019 Oct 1
31392303,Effect of the hyaluronic acid-poloxamer hydrogel on skin-wound healing: in vitro and in vivo studies.,Animal Model Exp Med,2019 Jun
31390518,The Kinetics of Small Extracellular Vesicle Delivery Impacts Skin Tissue Regeneration.,ACS Nano,2019 Aug 27
31382351,Production and characterization of a novel asymmetric 3D printed construct aimed for skin tissue regeneration.,Colloids Surf B Biointerfaces,2019 Sep 1
31371945,A two-layer skin construct consisting of a collagen hydrogel reinforced by a fibrin-coated polylactide nanofibrous membrane.,Int J Nanomedicine,2019
31364689,"A flexible, adhesive and self-healable hydrogel-based wearable strain sensor for human motion and physiological signal monitoring.",J Mater Chem B,2019 Jul 31
31355332,Bioinspired mechanically active adhesive dressings to accelerate wound closure.,Sci Adv,2019 Jul
31351963,"Natural composite dressings based on collagen, gelatin and plant bioactive compounds for wound healing: A review.",Int J Biol Macromol,2019 Oct 1
31351961,5-hydroxymethylfurfural-embedded poly (vinyl alcohol)/sodium alginate hybrid hydrogels accelerate wound healing.,Int J Biol Macromol,2019 Oct 1
31349450,The effect of oxidation degree and volume ratio of components on properties and applications of in situ cross-linking hydrogels based on chitosan and hyaluronic acid.,Mater Sci Eng C Mater Biol Appl,2019 Oct
31349449,Transition metal-doped cryogels as bioactive materials for wound healing applications.,Mater Sci Eng C Mater Biol Appl,2019 Oct
31346492,Fluorinated Methacrylamide Chitosan Hydrogel Dressings Improve Regenerated Wound Tissue Quality in Diabetic Wound Healing.,Adv Wound Care (New Rochelle),2019 Aug 1
31344417,Sprayable and injectable visible-light Kappa-carrageenan hydrogel for in-situ soft tissue engineering.,Int J Biol Macromol,2019 Oct 1
31333082,The Potential of Frog Skin Peptides for Anti-Infective Therapies: The Case of Esculentin-1a(1-21)NH2.,Curr Med Chem,2020
31328877,Local Immunomodulation Using an Adhesive Hydrogel Loaded with miRNA-Laden Nanoparticles Promotes Wound Healing.,Small,2019 Sep
31328435,Amnion membrane hydrogel and amnion membrane powder accelerate wound healing in a full thickness porcine skin wound model.,Stem Cells Transl Med,2020 Jan
31317345,Accelerated and scarless wound repair by a multicomponent hydrogel through simultaneous activation of multiple pathways.,Drug Deliv Transl Res,2019 Dec
31314801,Advanced 2D/3D cell migration assay for faster evaluation of chemotaxis of slow-moving cells.,PLoS One,2019
32903380,Skin substitutes are more potent than dermal or epidermal substitutes in stimulating endothelial cell sprouting.,BMC Biomed Eng,2019
31310440,O-Mannosylation Affords a Glycopeptide Hydrogel with Inherent Antibacterial Activities against E. coli via Multivalent Interactions between Lectins and Supramolecular Assemblies.,Macromol Biosci,2019 Sep
31304009,Hydrogel scaffold with substrate elasticity mimicking physiological-niche promotes proliferation of functional keratinocytes.,RSC Adv,2019 Apr 2
31291960,Nano-drug delivery systems in wound treatment and skin regeneration.,J Nanobiotechnology,2019 Jul 10
31290861,Development of rhamnose-rich hydrogels based on sulfated xylorhamno-uronic acid toward wound healing applications.,Biomater Sci,2019 Aug 1
31289795,"Mussel-inspired cryogels for promoting wound regeneration through photobiostimulation, modulating inflammatory responses and suppressing bacterial invasion.",Nanoscale,2019 Aug 29
31271797,Enhanced cutaneous wound healing by functional injectable thermo-sensitive chitosan-based hydrogel encapsulated human umbilical cord-mesenchymal stem cells.,Int J Biol Macromol,2019 Sep 15
31266209,The Use of Artificial Gel Forming Bolalipids as Novel Formulations in Antimicrobial and Antifungal Therapy.,Pharmaceutics,2019 Jul 1
31261029,A dual synergistic of curcumin and gelatin on thermal-responsive hydrogel based on Chitosan-P123 in wound healing application.,Biomed Pharmacother,2019 Sep
31247480,Emerging and innovative approaches for wound healing and skin regeneration: Current status and advances.,Biomaterials,2019 Sep
31246829,"A Cultured Autologous Dermo-epidermal Skin Substitute for Full-Thickness Skin Defects: A Phase I, Open, Prospective Clinical Trial in Children.",Plast Reconstr Surg,2019 Jul
31233714,A liposomal hydrogel with enzyme triggered release for infected wound.,Chem Phys Lipids,2019 Sep
31232840,A Comparison of Three Dressing Methods for Pilonidal Sinus Surgery Wound Healing.,Adv Skin Wound Care,2019 Jul
35030706,Development of an Injectable Tissue Adhesive Hybrid Hydrogel for Growth Factor-Free Tissue Integration in Advanced Wound Regeneration.,ACS Appl Bio Mater,2019 Jun 17
31196344,Tofu-Based Hybrid Hydrogels with Antioxidant and Low Immunogenicity Activity for Enhanced Wound Healing.,J Biomed Nanotechnol,2019 Jul 1
31194776,Delivery of silver sulfadiazine and adipose derived stem cells using fibrin hydrogel improves infected burn wound regeneration.,PLoS One,2019
31193122,Efficacy of gelatin hydrogels incorporating triamcinolone acetonide for prevention of fibrosis in a mouse model.,Regen Ther,2019 Dec
31190737,Formulation and evaluation of simvastatin polymeric nanoparticles loaded in hydrogel for optimum wound healing purpose.,Drug Des Devel Ther,2019
31166803,Heparin-poloxamer hydrogel-encapsulated rhFGF21 enhances wound healing in diabetic mice.,FASEB J,2019 Sep
31141337,Sustainable Dual Release of Antibiotic and Growth Factor from pH-Responsive Uniform Alginate Composite Microparticles to Enhance Wound Healing.,ACS Appl Mater Interfaces,2019 Jun 26
31140339,"Icariin-Loaded Polyvinyl Alcohol/Agar Hydrogel: Development, Characterization, and In Vivo Evaluation in a Full-Thickness Burn Model.",Int J Low Extrem Wounds,2019 Sep
31138760,Catechol cross-linked antimicrobial peptide hydrogels prevent multidrug-resistant Acinetobacter baumannii infection in burn wounds.,Biosci Rep,2019 Jun 28
31130677,Effects of Sapindus mukorossi Seed Oil on Skin Wound Healing: In Vivo and in Vitro Testing.,Int J Mol Sci,2019 May 26
31127393,Hyaluronan/collagen hydrogel matrices containing high-sulfated hyaluronan microgels for regulating transforming growth factor-β1.,J Mater Sci Mater Med,2019 May 24
31115398,Monitoring (111)In-labelled polyisocyanopeptide (PIC) hydrogel wound dressings in full-thickness wounds.,Biomater Sci,2019 Jul 1
31113412,Topical cutaneous application of CO(2) accelerates bone healing in a rat femoral defect model.,BMC Musculoskelet Disord,2019 May 22
