PMID	Title	Source	PubDate
36647587	Bilayer dressing based on aerogel/electrospun mats with self-catalytic hydrogen sulfide generation and enhanced antioxidant ability.	J Mater Chem B	2023 Feb 1
36646352	Chitosan and hyaluronic-based hydrogels could promote the infected wound healing.	Int J Biol Macromol	2023 Mar 31
36641182	Silver doped-silica nanoparticles reinforced poly (ethylene glycol) diacrylate/hyaluronic acid hydrogel dressings for synergistically accelerating bacterial-infected wound healing.	Carbohydr Polym	2023 Mar 15
36641017	Electroactive injectable hydrogel based on oxidized sodium alginate and carboxymethyl chitosan for wound healing.	Int J Biol Macromol	2023 Mar 1
36640951	Bioinspired multifunctional injectable hydrogel for hemostasis and infected wound management.	Acta Biomater	2023 Apr 15
36629153	Retraction: Sericin hydrogels promote skin wound healing with effective regeneration of hair follicles and sebaceous glands after complete loss of epidermis and dermis.	Biomater Sci	2023 Jan 31
36621177	Novel PLCL nanofibrous/keratin hydrogel bilayer wound dressing for skin wound repair.	Colloids Surf B Biointerfaces	2023 Feb
36613778	Nanomaterials-Functionalized Hydrogels for the Treatment of Cutaneous Wounds.	Int J Mol Sci	2022 Dec 25
36610570	Development of highly-reproducible hydrogel based bioink for regeneration of skin-tissues via 3-D bioprinting technology.	Int J Biol Macromol	2023 Mar 1
36605790	Engineering functional natural polymer-based nanocomposite hydrogels for wound healing.	Nanoscale Adv	2022 Dec 20
36603225	Synthesis and characterization of a novel hydrogel based on carboxymethyl chitosan/sodium alginate with the ability to release simvastatin for chronic wound healing.	Biomed Mater	2023 Jan 23
36601681	Preparation of polyvinyl alcohol hydrogel containing chlorogenic acid microspheres and its evaluation for use in skin wound healing.	J Biomater Appl	2023 Apr
36599168	Bilayer scaffold from PLGA/fibrin electrospun membrane and fibrin hydrogel layer supports wound healingin vivo.	Biomed Mater	2023 Feb 20
36594635	In situ photo-crosslinked adhesive hydrogel loaded with mesenchymal stem cell-derived extracellular vesicles promotes diabetic wound healing.	J Mater Chem B	2023 Jan 25
36590765	Spatially Guided Construction of Multilayered Epidermal Models Recapturing Structural Hierarchy and Cell-Cell Junctions.	Small Sci	2022 Nov
36588952	Peptide hydrogel based sponge patch for wound infection treatment.	Front Bioeng Biotechnol	2022
36587991	An Adhesive Bioink toward Biofabrication under Wet Conditions.	Small	2023 Dec
36587554	Graphene-Based Materials for Inhibition of Wound Infection and Accelerating Wound Healing.	Biomed Pharmacother	2023 Feb
36586651	Reduced graphene oxide-enriched chitosan hydrogel/cellulose acetate-based nanofibers application in mild hyperthermia and skin regeneration.	Int J Biol Macromol	2023 Feb 28
36586236	Skin-friendly and antibacterial monodomain liquid crystal elastomer actuator.	Colloids Surf B Biointerfaces	2023 Feb
36584767	Photo-crosslinked GelMA loaded with dental pulp stem cells and VEGF to repair critical-sized soft tissue defects in rats.	J Stomatol Oral Maxillofac Surg	2023 Feb
36584197	Smart thermosensitive poloxamer hydrogels loaded with Nr-CWs for the treatment of diabetic wounds.	PLoS One	2022
36582352	Construction of multifunctional hydrogel with metal-polyphenol capsules for infected full-thickness skin wound healing.	Bioact Mater	2023 Jun
36582346	Ultrasound-triggered piezocatalytic composite hydrogels for promoting bacterial-infected wound healing.	Bioact Mater	2023 Jun
36581005	Salt sensitive purely zwitterionic physical hydrogel for prevention of postoperative tissue adhesion.	Acta Biomater	2023 Mar 1
36579621	Extracellular-matrix-mimicked 3D nanofiber and hydrogel interpenetrated wound dressing with a dynamic autoimmune-derived healing regulation ability based on wound exudate.	Biofabrication	2022 Dec 29
36573459	A 3D printed hydrogel to promote human keratinocytes' spheroid-based growth.	J Biomed Mater Res B Appl Biomater	2023 May
36565830	Facile preparation of polyphenol-crosslinked chitosan-based hydrogels for cutaneous wound repair.	Int J Biol Macromol	2023 Feb 15
36563817	Adhesive, antibacterial and double crosslinked carboxylated polyvinyl alcohol/chitosan hydrogel to enhance dynamic skin wound healing.	Int J Biol Macromol	2023 Feb 15
36561676	Evaluation of poly(N-isopropylacrylamide)/tetraphenylethylene/amphotericin B-based visualized antimicrobial nanofiber wound dressing for whole skin wound healing in rats.	Heliyon	2022 Dec
36560763	In Vitro and Pre-Clinical Evaluation of Locally Isolated Phages, vB_Pae_SMP1 and vB_Pae_SMP5, Formulated as Hydrogels against Carbapenem-Resistant Pseudomonas aeruginosa.	Viruses	2022 Dec 11
36559219	Effect of Hydrogel Containing Achyrocline satureioides (Asteraceae) Extract-Loaded Nanoemulsions on Wound Healing Activity.	Pharmaceutics	2022 Dec 6
36559217	Self-Assembling Injectable Hydrogel for Controlled Drug Delivery of Antimuscular Atrophy Drug Tilorone.	Pharmaceutics	2022 Dec 6
36559153	Lignin-Based Nanoparticles as Both Structural and Active Elements in Self-Assembling and Self-Healing Multifunctional Hydrogels for Chronic Wound Management.	Pharmaceutics	2022 Nov 30
36552714	Apple Derived Exosomes Improve Collagen Type I Production and Decrease MMPs during Aging of the Skin through Downregulation of the NF-κB Pathway as Mode of Action.	Cells	2022 Dec 7
36549150	A broad-spectrum antibacterial and tough hydrogel dressing accelerates healing of infected wound in vivo.	Biomater Adv	2023 Feb
36546774	Two-Dimensional Mg(2) Si Nanosheet-Enabled Sustained Hydrogen Generation for Improved Repair and Regeneration of Deeply Burned Skin.	Adv Healthc Mater	2023 Apr
36544213	Gentamicin-loaded chitosan/folic acid-based carbon quantum dots nanocomposite hydrogel films as potential antimicrobial wound dressing.	J Biol Eng	2022 Dec 21
36542954	Sodium alginate hydrogel containing platelet-rich plasma for wound healing.	Colloids Surf B Biointerfaces	2023 Feb
36542259	Nanoclays for wound management applications.	Drug Deliv Transl Res	2023 Apr
36537180	Constructing a self-healing injectable SABA/Borax/PDA@AgNPs hydrogel for synergistic low-temperature photothermal antibacterial therapy.	J Mater Chem B	2023 Jan 18
36537166	Biomass-derived ultrafast cross-linked hydrogels with double dynamic bonds for hemostasis and wound healing.	Biomater Sci	2023 Jan 31
36535200	Robot-assisted in situ bioprinting of gelatin methacrylate hydrogels with stem cells induces hair follicle-inclusive skin regeneration.	Biomed Pharmacother	2023 Feb
36529921	Hydrogen-producing Photocatalyst at Sunscreen for Athletes in Preventing and Healing Muscle-nerve-skin Injuries.	Curr Top Med Chem	2023
36526064	Nanocomposite multifunctional hyaluronic acid hydrogel with photothermal antibacterial and antioxidant properties for infected wound healing.	Int J Biol Macromol	2023 Jan 31
36524541	Degradable Bioadhesives Based on Star PEG-PLA Hydrogels for Soft Tissue Applications.	Biomacromolecules	2023 Oct 9
36523673	Methodologies of Autologous Skin Cell Spray Graft.	Cureus	2022 Nov
36521711	Hyaluronic acid and chitosan-based injectable and self-healing hydrogel with inherent antibacterial and antioxidant bioactivities.	Int J Biol Macromol	2023 Feb 1
36521024	Hybrid Hydrogels of FKF-Peptide Assemblies and Gelatin for Sustained Antimicrobial Activity.	ACS Biomater Sci Eng	2023 Jan 9
36520681	Coassembly of Fiber Hydrogel with Antibacterial Activity for Wound Healing.	ACS Biomater Sci Eng	2023 Jan 9
36508691	Carboxymethyl Chitosan/Tannic Acid Hydrogel with Antibacterial, Hemostasis, and Antioxidant Properties Promoting Skin Wound Repair.	ACS Biomater Sci Eng	2023 Jan 9
36506386	Alginate/pectin dressing with niosomal mangosteen extract for enhanced wound healing: evaluating skin irritation by structure-activity relationship.	Heliyon	2022 Dec
36506346	Enhancing Cutaneous Wound Healing Based on Human Induced Neural Stem Cell-derived Exosomes.	Int J Nanomedicine	2022
36506219	Recent Advancement of Functional Hydrogels toward Diabetic Wound Management.	ACS Omega	2022 Dec 6
36504542	Recent advances in responsive hydrogels for diabetic wound healing.	Mater Today Bio	2023 Feb
36503969	Photonic double-network hydrogel dressings for antibacterial phototherapy and inflammation regulation in the general management of cutaneous regeneration.	Nanoscale	2023 Jan 5
36502950	Promotion of the genipin crosslinked chitosan-fiber hydrogel loaded with sustained release of clemastine fumarate in diabetic wound repair.	Int J Biol Macromol	2023 Jan 31
36502601	Dual drug-loaded hydrogels with pH-responsive and antibacterial activity for skin wound dressing.	Colloids Surf B Biointerfaces	2023 Feb
36500491	Gallic Acid-Loaded Sodium Alginate-Based (Polyvinyl Alcohol-Co-Acrylic Acid) Hydrogel Membranes for Cutaneous Wound Healing: Synthesis and Characterization.	Molecules	2022 Dec 1
36493926	Enzymatic one-pot preparation of carboxylmethyl chitosan-based hydrogel with inherent antioxidant and antibacterial properties for accelerating wound healing.	Int J Biol Macromol	2023 Jan 31
36484704	Bletilla striata polysaccharide - waterborne polyurethane hydrogel as a wound dressing.	J Biomater Sci Polym Ed	2023 Jun
36479810	Substance P&dimethyloxallyl glycine-loaded carboxymethyl chitosan/gelatin hydrogel for wound healing.	J Biomed Mater Res A	2023 Mar
36475559	Cellulose-based hydrogels towards an antibacterial wound dressing.	Biomater Sci	2023 May 16
36466959	Antibacterial smart hydrogels: New hope for infectious wound management.	Mater Today Bio	2022 Dec 15
36466958	Pre-clinical evaluation of thermosensitive decellularized adipose tissue/platelet-rich plasma interpenetrating polymer network hydrogel for wound healing.	Mater Today Bio	2022 Dec 15
36464643	One-Pot Synthesis of Bi(2) S(3) /TiO(2) /rGO Heterostructure with Red Light-Driven Photovoltaic Effect for Remote Electrotherapy-Assisted Wound Repair.	Small	2023 Feb
36464498	Toward Efficient Wound Management: Bioinspired Microfluidic and Microneedle Patch.	Small	2023 Jan
36461925	Strong Biopolymer-Based Nanocomposite Hydrogel Adhesives with Removability and Reusability for Damaged Tissue Closure and Healing.	ACS Appl Mater Interfaces	2022 Dec 14
36459585	Self-Pumping Janus Hydrogel with Aligned Channels for Accelerating Diabetic Wound Healing.	Macromol Rapid Commun	2023 Apr
36447378	Zwitterionic Polysaccharide-Based Hydrogel Dressing as a Stem Cell Carrier to Accelerate Burn Wound Healing.	Adv Healthc Mater	2023 Mar
36446719	Natural Carrier-Free Binary Small Molecule Self-Assembled Hydrogel Synergize Antibacterial Effects and Promote Wound Healing by Inhibiting Virulence Factors and Alleviating the Inflammatory Response.	Small	2023 Feb
36442387	Construction of an antibacterial hydrogel based on diammonium glycyrrhizinate and gallic acid for bacterial- infected wound healing.	Colloids Surf B Biointerfaces	2023 Feb
36441920	Smart 3D Printed Auxetic Hydrogel Skin Wound Dressings.	ACS Appl Bio Mater	2022 Dec 19
36435443	Development of a photosynthetic hydrogel as potential wound dressing for the local delivery of oxygen and bioactive molecules.	Acta Biomater	2023 Jan 1
36435439	Light-triggered theranostic hydrogels for real-time imaging and on-demand photodynamic therapy of skin abscesses.	Acta Biomater	2023 Jan 1
36432635	Mutual Jellification of Two Bactericidal Cationic Polymers: Synthesis and Physicochemical Characterization of a New Two-Component Hydrogel.	Pharmaceutics	2022 Nov 11
36430295	Dynamic Double Cross-Linked Self-Healing Polysaccharide Hydrogel Wound Dressing Based on Schiff Base and Thiol-Alkynone Reactions.	Int J Mol Sci	2022 Nov 10
36426665	A multifunctional black phosphorus-based adhesive patch intrinsically induces partial EMT for effective burn wound healing.	Biomater Sci	2022 Dec 20
36424488	Wireless, closed-loop, smart bandage with integrated sensors and stimulators for advanced wound care and accelerated healing.	Nat Biotechnol	2023 May
36422552	A Shape-Adaptive Gallic Acid Driven Multifunctional Adhesive Hydrogel Loaded with Scolopin2 for Wound Repair.	Pharmaceuticals (Basel)	2022 Nov 17
36415280	Application and clinical efficacy of Sufu medical chitosan hydrogel dressing in radiation skin damage caused by radiotherapy for cervical cancer.	Pak J Med Sci	2022 Nov-Dec
36412890	Collagen as a Biomaterial for Skin and Corneal Wound Healing.	J Funct Biomater	2022 Nov 16
36409193	Pressure Injury Management in Critically Ill Patients with COVID-19 in a Makeshift Hospital in Indonesia: A Report of Two Cases.	Adv Skin Wound Care	2022 Dec 1
36404779	Recombinant Human Collagen-Based Bioinks for the 3D Bioprinting of Full-thickness Human Skin Equivalent.	Int J Bioprint	2022
36396041	Vascularized polypeptide hydrogel modulates macrophage polarization for wound healing.	Acta Biomater	2023 Jan 1
36394464	Mimic enzymatic preparation of conductive supramolecular-polymeric hydrogels with antibacterial and antioxidant properties for accelerating wound healing.	Biomater Sci	2022 Dec 20
36385439	A Highly Efficacious Electrical Biofilm Treatment System for Combating Chronic Wound Bacterial Infections.	Adv Mater	2023 Feb
36375676	Injectable polylysine and dextran hydrogels with robust antibacterial and ROS-scavenging activity for wound healing.	Int J Biol Macromol	2022 Dec 31
36375092	Bioinspired Robust Keratin Hydrogels for Biomedical Applications.	Nano Lett	2022 Nov 23
36375077	Design of Near-Infrared-Triggered Cellulose Nanocrystal-Based In Situ Intelligent Wound Dressings for Drug-Resistant Bacteria-Infected Wound Healing.	ACS Appl Mater Interfaces	2022 Nov 23
36372498	A chitosan derivative-crosslinked hydrogel with controllable release of polydeoxyribonucleotides for wound treatment.	Carbohydr Polym	2023 Jan 15
36368057	Development of chloramphenicol wound dressing protein-based microparticles in chitosan hydrogel system for improved effectiveness of dermal wound therapy.	Biomater Adv	2022 Dec
36361508	Poloxam Thermosensitive Hydrogels Loaded with hFGF2-Linked Camelina Lipid Droplets Accelerate Skin Regeneration in Deep Second-Degree Burns.	Int J Mol Sci	2022 Oct 22
36354147	Anti-inflammatory hydrogel dressings and skin wound healing.	Clin Transl Med	2022 Nov
36352485	Green tea catechin-grafted silk fibroin hydrogels with reactive oxygen species scavenging activity for wound healing applications.	Biomater Res	2022 Nov 9
36349336	Multifunctional GO Hybrid Hydrogel Scaffolds for Wound Healing.	Research (Wash D C)	2022
36343479	Ferrous iron-induced formation of glycyrrhizic acid hydrogels for Staphylococcus aureus-infected wound healing.	Colloids Surf B Biointerfaces	2023 Jan
36336154	A fucoidan-gelatin wound dressing accelerates wound healing by enhancing antibacterial and anti-inflammatory activities.	Int J Biol Macromol	2022 Dec 31
36333912	Antibacterial, Adhesive, and Conductive Hydrogel for Diabetic Wound Healing.	Macromol Biosci	2023 Feb
36326126	Thermosensitive Hydrogel Loaded with Nickel-Copper Bimetallic Hollow Nanospheres with SOD and CAT Enzymatic-Like Activity Promotes Acute Wound Healing.	ACS Appl Mater Interfaces	2022 Nov 16
36312740	Evaluation of 20(S)-ginsenoside Rg3 loaded hydrogel for the treatment of perianal ulcer in a rat model.	J Ginseng Res	2022 Nov
36307870	Structural-Functional Pluralistic Modification of Silk Fibroin via MOF Bridging for Advanced Wound Care.	Adv Sci (Weinh)	2022 Dec
36300517	Mechanoactive Nanocomposite Hydrogel to Accelerate Wound Repair in Movable Parts.	ACS Nano	2022 Dec 27
36299211	[Research advances on the application of silk fibroin biomaterials in wound repair].	Zhonghua Shao Shang Yu Chuang Mian Xiu Fu Za Zhi	2022 Oct 20
36299203	[Effects and mechanism of water-soluble chitosan hydrogel on infected full-thickness skin defect wounds in diabetic mice].	Zhonghua Shao Shang Yu Chuang Mian Xiu Fu Za Zhi	2022 Oct 20
36299202	[Effect of P311 microspheres-loaded thermosensitive chitosan hydrogel on the wound healing of full-thickness skin defects in rats].	Zhonghua Shao Shang Yu Chuang Mian Xiu Fu Za Zhi	2022 Oct 20
36298014	The Treatment of Keloid Scars via Modulating Heterogeneous Gelatin-Structured Composite Microneedles to Control Transdermal Dual-Drug Release.	Polymers (Basel)	2022 Oct 20
36297522	Resina Draconis Particles Encapsulated in a Hyaluronic-Acid-Based Hydrogel to Treat Complex Burn Wounds.	Pharmaceutics	2022 Sep 29
36296550	Development of a Polymeric Membrane Impregnated with Poly-Lactic Acid (PLA) Nanoparticles Loaded with Red Propolis (RP).	Molecules	2022 Oct 17
36289912	Injectable Crosslinked Genipin Hybrid Gelatin-PVA Hydrogels for Future Use as Bioinks in Expediting Cutaneous Healing Capacity: Physicochemical Characterisation and Cytotoxicity Evaluation.	Biomedicines	2022 Oct 20
36286177	Development and Characterization of Chitosan and Chondroitin Sulfate Based Hydrogels Enriched with Garlic Extract for Potential Wound Healing/Skin Regeneration Applications.	Gels	2022 Oct 20
36286159	Acceleration of Wound Healing in Rats by Modified Lignocellulose Based Sponge Containing Pentoxifylline Loaded Lecithin/Chitosan Nanoparticles.	Gels	2022 Oct 15
36286147	Insights into the Role of Natural Polysaccharide-Based Hydrogel Wound Dressings in Biomedical Applications.	Gels	2022 Oct 12
36286124	Quercetin-Embedded Gelastin Injectable Hydrogel as Provisional Biotemplate for Future Cutaneous Application: Optimization and In Vitro Evaluation.	Gels	2022 Sep 29
36280222	Development of chloramphenicol whey protein-based microparticles incorporated into thermoresponsive in situ hydrogels for improved wound healing treatment.	Int J Pharm	2022 Nov 25
36280221	Carboxymethyl cellulose/sericin-based hydrogels with intrinsic antibacterial, antioxidant, and anti-inflammatory properties promote re-epithelization of diabetic wounds in rats.	Int J Pharm	2022 Dec 15
36280178	A suturable biohydrogel with mechanical matched property based on coating chitosan and polyethylene glycol shell for tissue patching.	Int J Biol Macromol	2023 Jan 1
36270159	Collagen fabricated delivery systems for wound healing: A new roadmap.	Biomater Adv	2022 Nov
36267448	Recent advances of the nanocomposite hydrogel as a local drug delivery for diabetic ulcers.	Front Bioeng Biotechnol	2022
36265533	A PEG-CMC-THB-PRTM hydrogel with antibacterial and hemostatic properties for promoting wound healing.	Int J Biol Macromol	2023 Jan 1
36261541	Comparative assessment of commercially available wound gels in ex vivo human skin reveals major differences in immune response-modulatory effects.	Sci Rep	2022 Oct 19
36254853	Mussel-Inspired Adhesive, Antibacterial, and Stretchable Composite Hydrogel for Wound Dressing.	Macromol Biosci	2023 Jan
36252533	Mussel-inspired adhesive zwitterionic composite hydrogel with antioxidant and antibacterial properties for wound healing.	Colloids Surf B Biointerfaces	2022 Dec
36246359	Multifunctional all-in-one adhesive hydrogel for the treatment of perianal infectious wounds.	Front Bioeng Biotechnol	2022
36245193	Gelatin Microspheres Loaded with Wharton's Jelly Mesenchymal Stem Cells Promote Acute Full-Thickness Skin Wound Healing and Regeneration in Mice.	Adv Wound Care (New Rochelle)	2023 Jul
36243366	In situ gelation strategy based on ferrocene-hyaluronic acid organic copolymer biomaterial for exudate management and multi-modal wound healing.	Acta Biomater	2022 Dec
36242859	Fabrication and investigating in vivo wound healing property of coconut oil loaded nanofiber/hydrogel hybrid scaffold.	Biomater Adv	2022 Nov
36241280	Injectable chitosan hydrogels tailored with antibacterial and antioxidant dual functions for regenerative wound healing.	Carbohydr Polym	2022 Dec 15
36236170	Silicon-Based Scaffold for Wound Healing Skin Regeneration Applications: A Concise Review.	Polymers (Basel)	2022 Oct 8
36236046	Gellan Gum in Wound Dressing Scaffolds.	Polymers (Basel)	2022 Sep 30
36235058	Characterization of Polyphenolic Compounds from Bacopa procumbens and Their Effects on Wound-Healing Process.	Molecules	2022 Oct 2
36234263	Essential Oils as Antimicrobial Active Substances in Wound Dressings.	Materials (Basel)	2022 Oct 6
36231051	Supramolecular Hydrogel-Wrapped Gingival Mesenchymal Stem Cells in Cutaneous Radiation Injury.	Cells	2022 Sep 30
36226993	Calcium Hydride-Based Dressing to Promote Wound Healing.	Adv Healthc Mater	2023 Jan
36219532	Accelerated vascularization of a novel collagen hydrogel dermal template.	J Tissue Eng Regen Med	2022 Dec
36217840	Advanced antifouling and antibacterial hydrogels enabled by controlled thermo-responses of a biocompatible polymer composite.	Biomater Sci	2022 Oct 25
36215748	The 3D printed conductive grooved topography hydrogel combined with electrical stimulation for synergistically enhancing wound healing of dermal fibroblast cells.	Biomater Adv	2022 Nov
36210045	Oxygen-releasing hydrogels promote burn healing under hypoxic conditions.	Acta Biomater	2022 Dec
36208068	Light-Programmable Nanocomposite Hydrogel for State-Switchable Wound Healing Promotion and Bacterial Infection Elimination.	Adv Healthc Mater	2023 Jan
36201628	Multipronged Micelles-Hydrogel for Targeted and Prolonged Drug Delivery in Chronic Wound Infections.	ACS Appl Mater Interfaces	2022 Oct 19
36195284	Near-infrared light-responsive and antibacterial injectable hydrogels with antioxidant activity based on a Dopamine-functionalized Gellan Gum for wound healing.	Int J Pharm	2022 Nov 5
36184149	Dual light-responsive cellulose nanofibril-based in situ hydrogel for drug-resistant bacteria infected wound healing.	Carbohydr Polym	2022 Dec 1
36184127	A zwitterionic cellulose-based skin sensor for the real-time monitoring and antibacterial sensing wound dressing.	Carbohydr Polym	2022 Dec 1
36183357	Bioinspired and Inflammation-Modulatory Glycopeptide Hydrogels for Radiation-Induced Chronic Skin Injury Repair.	Adv Healthc Mater	2023 Jan
36176609	Cell loaded hydrogel containing Ag-doped bioactive glass-ceramic nanoparticles as skin substitute: Antibacterial properties, immune response, and scarless cutaneous wound regeneration.	Bioeng Transl Med	2022 Sep
36167099	In-situ forming hydrogel based on thiolated chitosan/carboxymethyl cellulose (CMC) containing borate bioactive glass for wound healing.	Int J Biol Macromol	2022 Dec 1
36164505	Hydrogels as promising platforms for engineered living bacteria-mediated therapeutic systems.	Mater Today Bio	2022 Dec
36162607	Chitosan-based microneedle arrays for dermal delivery of Centella asiatica.	Int J Pharm	2022 Nov 5
36157248	Breathable, antifreezing, mechanically skin-like hydrogel textile wound dressings with dual antibacterial mechanisms.	Bioact Mater	2023 Mar
36153602	A physicochemical double-cross-linked gelatin hydrogel with enhanced antibacterial and anti-inflammatory capabilities for improving wound healing.	J Nanobiotechnology	2022 Sep 24
36152700	Preparation of biodegradable carboxymethyl cellulose/dopamine/Ag NPs cryogel for rapid hemostasis and bacteria-infected wound repair.	Int J Biol Macromol	2022 Dec 1
36146767	Thermosensitive Hydrogel Wound Dressing Loaded with Bacteriophage Lysin LysP53.	Viruses	2022 Sep 3
36146053	Electroactive Oxidized Alginate/Gelatin/MXene (Ti(3)C(2)T(x)) Composite Hydrogel with Improved Biocompatibility and Self-Healing Property.	Polymers (Basel)	2022 Sep 19
36139156	Injectable Peptide Hydrogel Encapsulation of Mesenchymal Stem Cells Improved Viability, Stemness, Anti-Inflammatory Effects, and Early Stage Wound Healing.	Biomolecules	2022 Sep 17
36133795	Gold nanoclusters-loaded hydrogel formed by dimeric hydrogen bonds crosslinking: A novel strategy for multidrug-resistant bacteria-infected wound healing.	Mater Today Bio	2022 Dec
36126816	Germanene-modified chitosan hydrogel for treating bacterial wound infection: An ingenious hydrogel-assisted photothermal therapy strategy.	Int J Biol Macromol	2022 Nov 30
36124878	Injectable Carrier-Free Hydrogel Dressing with Anti-Multidrug-Resistant Staphylococcus aureus and Anti-Inflammatory Capabilities for Accelerated Wound Healing.	ACS Appl Mater Interfaces	2022 Sep 28
36122774	The preparation of lactoferrin/magnesium silicate lithium injectable hydrogel and application in promoting wound healing.	Int J Biol Macromol	2022 Nov 1
36113224	Constructions of synergistic photothermal therapy antibacterial hydrogel based on polydopamine, tea polyphenols and polyvinyl alcohol and effects on wound healing in mouse.	Colloids Surf B Biointerfaces	2022 Nov
36106409	Hydrogels for localized drug delivery: A special emphasis on dermatologic applications.	Dermatol Ther	2022 Nov
36105135	3D Printing of Diatomite Incorporated Composite Scaffolds for Skin Repair of Deep Burn Wounds.	Int J Bioprint	2022
36100580	A Nanozyme-Immobilized Hydrogel with Endogenous ROS-Scavenging and Oxygen Generation Abilities for Significantly Promoting Oxidative Diabetic Wound Healing.	Adv Healthc Mater	2022 Nov
36100003	Multifunctional hydrogel based on dopamine-modified hyaluronic acid, gelatin and silver nanoparticles for promoting abdominal wall defect repair.	Int J Biol Macromol	2022 Dec 1
36099413	Mechanobactericidal, Gold Nanostar Hydrogel-Based Bandage for Bacteria-Infected Skin Wound Healing.	ACS Appl Mater Interfaces	2022 Oct 5
36095954	Alginate microspheres-collagen hydrogel, as a novel 3D culture system, enhanced skin wound healing of hUCMSCs in rats model.	Colloids Surf B Biointerfaces	2022 Nov
36093431	Therapeutic arteriogenesis by factor-decorated fibrin matrices promotes wound healing in diabetic mice.	J Tissue Eng	2022 Jan-Dec
36089750	Antibacterial Conductive UV-Blocking Adhesion Hydrogel Dressing with Mild On-Demand Removability Accelerated Drug-Resistant Bacteria-Infected Wound Healing.	ACS Appl Mater Interfaces	2022 Sep 21
36088831	Collagen-based hydrogels cross-linked via laccase - mediated system incorporated with Fe(3+) for wound dressing.	Colloids Surf B Biointerfaces	2022 Nov
36082169	Aerobic exercise-induced circulating extracellular vesicle combined decellularized dermal matrix hydrogel facilitates diabetic wound healing by promoting angiogenesis.	Front Bioeng Biotechnol	2022
36073016	A hybrid hydrogel composed of chitin and β-glucan for the effective management of wound healing and scarring.	Biomater Sci	2022 Oct 11
36069314	Tannin-bridged magnetic responsive multifunctional hydrogel for enhanced wound healing by mechanical stimulation-induced early vascularization.	J Mater Chem B	2022 Oct 5
36067644	Scavenging ROS and inflammation produced during treatment to enhance the wound repair efficacy of photothermal injectable hydrogel.	Biomater Adv	2022 Oct
36057297	Multifunctional carboxymethyl chitosan/oxidized dextran/sodium alginate hydrogels as dressing for hemostasis and closure of infected wounds.	Int J Biol Macromol	2022 Oct 31
36056922	In Situ Spontaneous Fabrication of Tough and Stretchable Polyurethane-Polyethyleneimine Hydrogels Selectively Triggered by CO(2).	Macromol Rapid Commun	2022 Nov
36052735	Chiral Hydrogel Accelerates Re-Epithelization in Chronic Wounds via Mechanoregulation.	Adv Healthc Mater	2022 Nov
36051089	Chitosan/Sodium Alginate/Velvet Antler Blood Peptides Hydrogel Promotes Diabetic Wound Healing via Regulating Angiogenesis, Inflammatory Response and Skin Flora.	J Inflamm Res	2022
36050512	In Situ Forming Chitosan-Alginate Interpolymer Complex Bioplatform for Wound Healing and Regeneration.	AAPS PharmSciTech	2022 Sep 1
36049625	A nanofibrous membrane loaded with doxycycline and printed with conductive hydrogel strips promotes diabetic wound healing in vivo.	Acta Biomater	2022 Oct 15
36040455	Facile fabrication of chitin/ZnO composite hydrogels for infected wound healing.	Biomater Sci	2022 Oct 11
36034859	Corrigendum: Assessment of the anti-inflammatory, antibacterial and anti-aging properties and possible use on the skin of hydrogels containing Epilobium angustifolium L. extracts.	Front Pharmacol	2022
36030275	A dopamine-methacrylated hyaluronic acid hydrogel as an effective carrier for stem cells in skin regeneration therapy.	Cell Death Dis	2022 Aug 27
36018308	Fabrication of Curcumin-Loaded Silk Fibroin and Polyvinyl Alcohol Composite Hydrogel Films for Skin Wound Healing.	ACS Appl Bio Mater	2022 Aug 26
36015602	Mussel-Inspired Adhesive and Self-Healing Hydrogel as an Injectable Wound Dressing.	Polymers (Basel)	2022 Aug 17
36015525	Research Progress on Emerging Polysaccharide Materials Applied in Tissue Engineering.	Polymers (Basel)	2022 Aug 11
36015295	Urine-Derived Stem Cells for Epithelial Tissues Reconstruction and Wound Healing.	Pharmaceutics	2022 Aug 11
36015126	Enhanced In Vivo Wound Healing Efficacy of a Novel Hydrogel Loaded with Copper (II) Schiff Base Quinoline Complex (CuSQ) Solid Lipid Nanoparticles.	Pharmaceuticals (Basel)	2022 Aug 8
36005530	Utilizing Fish Skin of Ikan Belida (Notopterus lopis) as a Source of Collagen: Production and Rheology Properties.	Mar Drugs	2022 Aug 18
36004939	Using polyvinyl alcohol-ionic hydrogels containing a wound healing agent to manage wounds in different environments.	J Wound Care	2022 Aug 1
35994754	Rapid In Situ Deposition of Iron-Chelated Polydopamine Coating on the Polyacrylamide Hydrogel Dressings for Combined Photothermal and Chemodynamic Therapy of Skin Wound Infection.	ACS Appl Bio Mater	2022 Aug 22
35993819	Injectable and Self-Healing Hydrogel Based on Chitosan-Tannic Acid and Oxidized Hyaluronic Acid for Wound Healing.	ACS Biomater Sci Eng	2022 Sep 12
35987767	Application of an instructive hydrogel accelerates re-epithelialization of xenografted human skin wounds.	Sci Rep	2022 Aug 20
35973472	In situ hydrogel capturing nitric oxide microbubbles accelerates the healing of diabetic foot.	J Control Release	2022 Oct
35962001	Bioinspired gelatin based sticky hydrogel for diverse surfaces in burn wound care.	Sci Rep	2022 Aug 12
35961521	Hofmeister effect-enhanced gelatin/oxidized dextran hydrogels with improved mechanical properties and biocompatibility for wound healing.	Acta Biomater	2022 Oct 1
